,number,value,datetime_start,datetime_complete,duration,params_ADBE_VRSN_beta_win,params_ADBE_VRSN_trade_freq,params_ADBE_VRSN_z_entry,params_ADBE_VRSN_z_exit,params_ADBE_VRSN_z_win,params_ADSK_VRSN_beta_win,params_ADSK_VRSN_trade_freq,params_ADSK_VRSN_z_entry,params_ADSK_VRSN_z_exit,params_ADSK_VRSN_z_win,params_ANSS_VRSN_beta_win,params_ANSS_VRSN_trade_freq,params_ANSS_VRSN_z_entry,params_ANSS_VRSN_z_exit,params_ANSS_VRSN_z_win,params_ASML_BIIB_beta_win,params_ASML_BIIB_trade_freq,params_ASML_BIIB_z_entry,params_ASML_BIIB_z_exit,params_ASML_BIIB_z_win,params_BIIB_KLAC_beta_win,params_BIIB_KLAC_trade_freq,params_BIIB_KLAC_z_entry,params_BIIB_KLAC_z_exit,params_BIIB_KLAC_z_win,params_COST_VRSN_beta_win,params_COST_VRSN_trade_freq,params_COST_VRSN_z_entry,params_COST_VRSN_z_exit,params_COST_VRSN_z_win,params_EBAY_BIIB_beta_win,params_EBAY_BIIB_trade_freq,params_EBAY_BIIB_z_entry,params_EBAY_BIIB_z_exit,params_EBAY_BIIB_z_win,params_GOOGL_GOOG_beta_win,params_GOOGL_GOOG_trade_freq,params_GOOGL_GOOG_z_entry,params_GOOGL_GOOG_z_exit,params_GOOGL_GOOG_z_win,params_LRCX_BIIB_beta_win,params_LRCX_BIIB_trade_freq,params_LRCX_BIIB_z_entry,params_LRCX_BIIB_z_exit,params_LRCX_BIIB_z_win,params_PDD_TEAM_beta_win,params_PDD_TEAM_trade_freq,params_PDD_TEAM_z_entry,params_PDD_TEAM_z_exit,params_PDD_TEAM_z_win,params_PTON_SGEN_beta_win,params_PTON_SGEN_trade_freq,params_PTON_SGEN_z_entry,params_PTON_SGEN_z_exit,params_PTON_SGEN_z_win,params_PTON_TSLA_beta_win,params_PTON_TSLA_trade_freq,params_PTON_TSLA_z_entry,params_PTON_TSLA_z_exit,params_PTON_TSLA_z_win,params_SNPS_VRSN_beta_win,params_SNPS_VRSN_trade_freq,params_SNPS_VRSN_z_entry,params_SNPS_VRSN_z_exit,params_SNPS_VRSN_z_win,params_TSLA_AMD_beta_win,params_TSLA_AMD_trade_freq,params_TSLA_AMD_z_entry,params_TSLA_AMD_z_exit,params_TSLA_AMD_z_win,params_TSLA_XLNX_beta_win,params_TSLA_XLNX_trade_freq,params_TSLA_XLNX_z_entry,params_TSLA_XLNX_z_exit,params_TSLA_XLNX_z_win,params_pairs_to_trade,state
135,135,3.7598164109745453,2025-05-29 23:58:13.396291,2025-05-29 23:58:14.522183,0 days 00:00:01.125892,,,,,,,,,,,,,,,,150.0,37m,2.5,-1.7,620.0,,,,,,180.0,53m,1.7000000000000002,-2.0999999999999996,420.0,,,,,,550,36m,2.6,-2.9,270,,,,,,500.0,55m,3.3000000000000003,0.0,520.0,,,,,,290,2m,3.2,-0.8999999999999999,160,930,44m,1.6,0.0,880,,,,,,,,,,,2,COMPLETE
136,136,,2025-05-29 23:58:14.530205,2025-05-29 23:58:15.628509,0 days 00:00:01.098304,,,,,,,,,,,,,,,,240.0,37m,1.8,-1.9,620.0,,,,,,90.0,53m,1.6,-2.0999999999999996,430.0,,,,,,540,36m,2.7,-2.9,270,,,,,,500.0,15m,3.3000000000000003,0.0,520.0,,,,,,290,14m,3.5,-0.8999999999999999,90,930,44m,1.8,0.0,830,,,,,,,,,,,2,FAIL
137,137,,2025-05-29 23:58:15.637184,2025-05-29 23:58:16.662011,0 days 00:00:01.024827,,,,,,,,,,,,,,,,150.0,37m,1.8,-1.7,620.0,,,,,,250.0,53m,1.6,-1.7999999999999998,430.0,,,,,,530,58m,2.7,-2.8,270,,,,,,560.0,55m,3.2,0.0,510.0,,,,,,290,40m,3.5,-0.8999999999999999,140,920,44m,1.6,0.0,880,,,,,,,,,,,2,FAIL
138,138,5.912335797321071,2025-05-29 23:58:16.666166,2025-05-29 23:58:17.730420,0 days 00:00:01.064254,,,,,,,,,,,,,,,,170.0,29m,2.5,-2.0999999999999996,620.0,,,,,,250.0,53m,1.6,-2.0999999999999996,420.0,,,,,,550,36m,2.7,-2.9,270,,,,,,560.0,55m,3.3000000000000003,0.0,510.0,,,,,,280,2m,3.5,-0.8999999999999999,90,930,44m,1.6,0.0,890,,,,,,,,,,,2,COMPLETE
139,139,,2025-05-29 23:58:17.737988,2025-05-29 23:58:18.871088,0 days 00:00:01.133100,,,,,,,,,,,,,,,,170.0,29m,2.5,-2.0999999999999996,660.0,,,,,,250.0,53m,1.3,-2.0999999999999996,410.0,,,,,,540,36m,2.7,-2.9,350,,,,,,500.0,55m,3.3000000000000003,0.0,520.0,,,,,,280,55m,3.2,-0.8999999999999999,80,900,44m,1.6,0.0,910,,,,,,,,,,,2,FAIL
140,140,-0.8507162851260354,2025-05-29 23:58:18.881707,2025-05-29 23:58:19.941034,0 days 00:00:01.059327,,,,,,,,,,,,,,,,230.0,37m,2.8000000000000003,-2.2,660.0,,,,,,90.0,53m,1.6,-2.0999999999999996,420.0,,,,,,540,36m,2.7,-2.9,270,,,,,,540.0,49m,3.3000000000000003,0.0,540.0,,,,,,300,29m,3.2,-0.8999999999999999,70,940,6m,1.6,0.0,880,,,,,,,,,,,2,COMPLETE
141,141,,2025-05-29 23:58:19.949947,2025-05-29 23:58:21.013571,0 days 00:00:01.063624,,,,,,,,,,,,,,,,170.0,37m,2.5,-2.0,610.0,,,,,,250.0,53m,1.5,-1.7,420.0,,,,,,590,36m,2.6,-2.7,350,,,,,,660.0,28m,3.2,-0.09999999999999964,520.0,,,,,,200,14m,3.4000000000000004,-0.6999999999999997,150,910,44m,1.7000000000000002,-0.09999999999999964,930,,,,,,,,,,,2,FAIL
142,142,,2025-05-29 23:58:21.021899,2025-05-29 23:58:22.115562,0 days 00:00:01.093663,,,,,,,,,,,,,,,,170.0,29m,2.5,-1.7999999999999998,610.0,,,,,,240.0,53m,1.3,-1.7999999999999998,410.0,,,,,,590,36m,2.6,-3.2,350,,,,,,560.0,55m,3.2,-0.09999999999999964,510.0,,,,,,200,26m,3.4000000000000004,-0.6999999999999997,140,900,44m,1.7000000000000002,-0.09999999999999964,930,,,,,,,,,,,2,FAIL
143,143,5.642894516033312,2025-05-29 23:58:22.127082,2025-05-29 23:58:23.192165,0 days 00:00:01.065083,,,,,,,,,,,,,,,,170.0,37m,2.4000000000000004,-2.0,610.0,,,,,,260.0,53m,1.3,-1.7999999999999998,420.0,,,,,,590,36m,2.6,-3.2,230,,,,,,500.0,55m,3.2,-0.09999999999999964,510.0,,,,,,280,2m,3.4000000000000004,-0.6999999999999997,100,900,44m,1.7000000000000002,-0.09999999999999964,920,,,,,,,,,,,2,COMPLETE
144,144,,2025-05-29 23:58:23.198661,2025-05-29 23:58:24.288921,0 days 00:00:01.090260,,,,,,,,,,,,,,,,170.0,28m,2.5,-2.0999999999999996,610.0,,,,,,250.0,53m,1.3,-1.5999999999999999,420.0,,,,,,510,36m,2.9000000000000004,-3.1,350,,,,,,500.0,55m,3.1,-0.09999999999999964,510.0,,,,,,280,55m,3.4000000000000004,-0.6999999999999997,40,900,44m,1.7000000000000002,-0.09999999999999964,930,,,,,,,,,,,2,FAIL
145,145,,2025-05-29 23:58:24.298609,2025-05-29 23:58:25.387366,0 days 00:00:01.088757,,,,,,,,,,,,,,,,170.0,37m,2.6,-2.0999999999999996,610.0,,,,,,250.0,53m,1.3,-1.7999999999999998,420.0,,,,,,590,36m,2.6,-3.1,210,,,,,,660.0,55m,3.1,-0.09999999999999964,510.0,,,,,,280,40m,3.4000000000000004,-0.6999999999999997,30,900,36m,1.5,-0.09999999999999964,910,,,,,,,,,,,2,FAIL
146,146,,2025-05-29 23:58:25.399848,2025-05-29 23:58:26.463385,0 days 00:00:01.063537,,,,,,,,,,,,,,,,180.0,37m,2.6,-2.0999999999999996,610.0,,,,,,260.0,53m,1.3,-1.7,420.0,,,,,,590,36m,2.9000000000000004,-3.1,220,,,,,,670.0,55m,3.3000000000000003,-0.09999999999999964,500.0,,,,,,200,14m,3.4000000000000004,-0.6999999999999997,130,960,44m,1.5,-0.09999999999999964,920,,,,,,,,,,,2,FAIL
147,147,-1.775284129728313,2025-05-29 23:58:26.468319,2025-05-29 23:58:27.543639,0 days 00:00:01.075320,,,,,,,,,,,,,,,,170.0,29m,2.5,-2.0,620.0,,,,,,240.0,53m,1.5,-1.5999999999999999,480.0,,,,,,590,36m,2.9000000000000004,-3.1,220,,,,,,560.0,55m,3.1,-0.09999999999999964,510.0,,,,,,280,4m,3.4000000000000004,-0.6999999999999997,30,900,44m,1.5,-0.09999999999999964,920,,,,,,,,,,,2,COMPLETE
148,148,,2025-05-29 23:58:27.551247,2025-05-29 23:58:28.570015,0 days 00:00:01.018768,,,,,,,,,,,,,,,,110.0,37m,2.5,-2.0999999999999996,600.0,,,,,,260.0,35m,1.3,-2.2,380.0,,,,,,480,36m,2.6,-3.0,340,,,,,,650.0,55m,3.3000000000000003,0.0,490.0,,,,,,200,26m,3.3000000000000003,-0.6999999999999997,100,950,28m,1.7000000000000002,-0.5,980,,,,,,,,,,,2,FAIL
149,149,,2025-05-29 23:58:28.576693,2025-05-29 23:58:29.593187,0 days 00:00:01.016494,,,,,,,,,,,,,,,,190.0,37m,2.5,-2.0999999999999996,600.0,,,,,,290.0,53m,1.3,-1.7999999999999998,420.0,,,,,,480,36m,2.6,-3.0,330,,,,,,500.0,55m,3.3000000000000003,0.0,490.0,,,,,,200,26m,3.3000000000000003,-0.5,80,960,44m,1.7000000000000002,-0.5,840,,,,,,,,,,,2,FAIL
150,150,,2025-05-29 23:58:29.597439,2025-05-29 23:58:30.728175,0 days 00:00:01.130736,,,,,,,,,,,,,,,,190.0,37m,2.5,-1.7999999999999998,600.0,,,,,,260.0,53m,1.3,-1.7999999999999998,420.0,,,,,,430,36m,2.6,-3.0,280,,,,,,500.0,55m,3.3000000000000003,0.0,490.0,,,,,,200,40m,3.3000000000000003,-0.5,140,950,44m,1.7000000000000002,-0.5,980,,,,,,,,,,,2,FAIL
151,151,,2025-05-29 23:58:30.735821,2025-05-29 23:58:31.863544,0 days 00:00:01.127723,,,,,,,,,,,,,,,,190.0,29m,2.6,-1.7999999999999998,600.0,,,,,,260.0,53m,1.7000000000000002,-1.7,380.0,,,,,,510,36m,2.6,-3.0,340,,,,,,610.0,55m,3.3000000000000003,0.0,490.0,,,,,,210,49m,3.3000000000000003,-0.5,140,960,44m,1.7000000000000002,-0.5,980,,,,,,,,,,,2,FAIL
152,152,-2.66319125956791,2025-05-29 23:58:31.873917,2025-05-29 23:58:32.938123,0 days 00:00:01.064206,,,,,,,,,,,,,,,,190.0,37m,2.6,-2.0999999999999996,600.0,,,,,,260.0,53m,1.3,-1.7999999999999998,420.0,,,,,,480,36m,2.6,-3.0,330,,,,,,650.0,55m,3.3000000000000003,0.0,490.0,,,,,,200,14m,3.3000000000000003,-0.5,90,950,28m,1.6,-0.5,980,,,,,,,,,,,2,COMPLETE
153,153,3.619522926382519,2025-05-29 23:58:32.948079,2025-05-29 23:58:34.073395,0 days 00:00:01.125316,,,,,,,,,,,,,,,,150.0,26m,2.3000000000000003,-1.7999999999999998,660.0,,,,,,310.0,53m,1.7000000000000002,-2.2,370.0,,,,,,570,36m,2.7,-3.3,240,,,,,,510.0,15m,3.4000000000000004,-0.09999999999999964,520.0,,,,,,260,2m,3.5,-0.7999999999999998,150,970,44m,1.7000000000000002,0.0,830,,,,,,,,,,,2,COMPLETE
154,154,5.596880416632858,2025-05-29 23:58:34.079355,2025-05-29 23:58:35.160353,0 days 00:00:01.080998,,,,,,,,,,,,,,,,110.0,42m,2.5,-1.7,520.0,,,,,,220.0,18m,1.8,-2.0999999999999996,390.0,,,,,,510,17m,3.1,-3.2,290,,,,,,500.0,55m,3.5,-0.19999999999999973,580.0,,,,,,280,2m,3.4000000000000004,-0.6999999999999997,130,880,12m,1.8,-0.09999999999999964,900,,,,,,,,,,,2,COMPLETE
155,155,-0.8612436446782702,2025-05-29 23:58:35.169508,2025-05-29 23:58:36.230157,0 days 00:00:01.060649,,,,,,,,,,,,,,,,110.0,42m,2.5,-2.0999999999999996,530.0,,,,,,210.0,57m,1.8,-2.0,430.0,,,,,,510,17m,3.2,-3.2,280,,,,,,500.0,55m,3.2,-0.19999999999999973,570.0,,,,,,280,55m,3.4000000000000004,-0.5999999999999996,130,880,18m,1.8,-0.19999999999999973,930,,,,,,,,,,,2,COMPLETE
156,156,2.5863293883286347,2025-05-29 23:58:36.237853,2025-05-29 23:58:37.253156,0 days 00:00:01.015303,,,,,,,,,,,,,,,,20.0,37m,2.7,-1.7,580.0,,,,,,290.0,17m,1.9000000000000001,-1.9,240.0,,,,,,540,17m,2.9000000000000004,-2.9,360,,,,,,450.0,55m,3.5,-0.2999999999999998,550.0,,,,,,230,40m,3.3000000000000003,-0.6999999999999997,90,980,52m,1.7000000000000002,-0.09999999999999964,890,,,,,,,,,,,2,COMPLETE
157,157,-0.4192515307958994,2025-05-29 23:58:37.253156,2025-05-29 23:58:38.238160,0 days 00:00:00.985004,,,,,,,,,,,,,,,,250.0,28m,2.4000000000000004,-1.9,610.0,,,,,,140.0,29m,1.5,-1.7,400.0,,,,,,420,25m,3.1,-2.7,210,,,,,,610.0,12m,3.5,0.0,580.0,,,,,,160,44m,3.2,-0.8999999999999999,170,940,42m,1.4000000000000001,-0.09999999999999964,860,,,,,,,,,,,2,COMPLETE
158,158,3.850248832918967,2025-05-29 23:58:38.246794,2025-05-29 23:58:39.173934,0 days 00:00:00.927140,,,,,,,,,,,,,,,,90.0,37m,2.2,-1.7999999999999998,560.0,,,,,,250.0,18m,1.2000000000000002,-2.0,450.0,,,,,,520,44m,3.0,-3.1,200,,,,,,570.0,42m,3.3000000000000003,-3.3,510.0,,,,,,290,58m,3.4000000000000004,-0.7999999999999998,110,860,12m,1.5,-0.2999999999999998,910,,,,,,,,,,,2,COMPLETE
159,159,3.593697682692991,2025-05-29 23:58:39.181794,2025-05-29 23:58:40.110346,0 days 00:00:00.928552,,,,,,,,,,,,,,,,60.0,31m,2.2,-1.7999999999999998,640.0,,,,,,250.0,18m,1.3,-2.0,340.0,,,,,,460,10m,3.0,-3.2,270,,,,,,530.0,25m,3.0,-3.0,510.0,,,,,,130,58m,3.1,-0.6999999999999997,60,840,12m,1.3,-0.3999999999999999,970,,,,,,,,,,,2,COMPLETE
160,160,-0.9617974880763952,2025-05-29 23:58:40.110346,2025-05-29 23:58:41.043729,0 days 00:00:00.933383,,,,,,,,,,,,,,,,90.0,8m,2.5,-2.0,550.0,,,,,,230.0,35m,1.2000000000000002,-2.2,390.0,,,,,,490,13m,2.6,-3.0,200,,,,,,580.0,42m,3.2,-0.19999999999999973,440.0,,,,,,290,38m,3.3000000000000003,-0.5999999999999996,30,870,12m,1.5,-0.2999999999999998,900,,,,,,,,,,,2,COMPLETE
161,161,2.05474565699799,2025-05-29 23:58:41.048278,2025-05-29 23:58:41.978194,0 days 00:00:00.929916,,,,,,,,,,,,,,,,170.0,29m,2.2,-1.9,690.0,,,,,,260.0,18m,1.7000000000000002,-1.7999999999999998,490.0,,,,,,560,44m,3.3000000000000003,-3.3,180,,,,,,560.0,42m,3.3000000000000003,-3.5,490.0,,,,,,260,26m,3.5,-0.7999999999999998,100,900,24m,1.6,-0.2999999999999998,930,,,,,,,,,,,2,COMPLETE
162,162,-1.1409049455312075,2025-05-29 23:58:41.987835,2025-05-29 23:58:42.940077,0 days 00:00:00.952242,,,,,,,,,,,,,,,,50.0,24m,2.1,-2.2,510.0,,,,,,220.0,36m,1.8,-2.0999999999999996,520.0,,,,,,610,47m,2.8000000000000003,-3.2,290,,,,,,490.0,57m,3.4000000000000004,-3.2,520.0,,,,,,210,20m,3.4000000000000004,-0.8999999999999999,80,810,13m,1.5,-0.19999999999999973,840,,,,,,,,,,,2,COMPLETE
163,163,1.093489752713506,2025-05-29 23:58:42.940077,2025-05-29 23:58:43.892499,0 days 00:00:00.952422,,,,,,,,,,,,,,,,120.0,37m,2.0,-1.7,640.0,,,,,,170.0,19m,1.6,-2.0999999999999996,450.0,,,,,,520,51m,3.1,-3.1,230,,,,,,660.0,28m,3.5,-0.09999999999999964,550.0,,,,,,240,49m,3.4000000000000004,-0.7999999999999998,130,960,36m,1.8,-0.09999999999999964,890,,,,,,,,,,,2,COMPLETE
164,164,,2025-05-29 23:58:43.894599,2025-05-29 23:58:44.828817,0 days 00:00:00.934218,,,,,,,,,,,,,,,,80.0,16m,2.3000000000000003,-1.5999999999999999,570.0,,,,,,150.0,52m,1.4000000000000001,-2.3,460.0,,,,,,580,36m,3.0,-3.0,260,,,,,,600.0,55m,3.4000000000000004,0.0,540.0,,,,,,330,58m,3.2,-0.6999999999999997,150,1000,54m,1.7000000000000002,0.0,870,,,,,,,,,,,2,FAIL
165,165,2.3247507795000115,2025-05-29 23:58:44.836934,2025-05-29 23:58:45.772048,0 days 00:00:00.935114,,,,,,,,,,,,,,,,80.0,37m,2.4000000000000004,-1.5999999999999999,550.0,,,,,,150.0,18m,1.4000000000000001,-2.3,460.0,,,,,,590,58m,3.0,-3.0,150,,,,,,600.0,55m,3.1,0.0,540.0,,,,,,340,22m,3.2,-0.6999999999999997,150,850,54m,1.7000000000000002,0.0,870,,,,,,,,,,,2,COMPLETE
166,166,-0.22947890839644117,2025-05-29 23:58:45.780523,2025-05-29 23:58:46.771493,0 days 00:00:00.990970,,,,,,,,,,,,,,,,100.0,49m,2.4000000000000004,-1.7999999999999998,580.0,,,,,,120.0,49m,1.6,-1.9,540.0,,,,,,540,22m,2.6,-2.9,190,,,,,,520.0,3m,3.3000000000000003,-0.09999999999999964,570.0,,,,,,190,54m,3.5,-0.5,210,930,56m,1.8,-0.19999999999999973,950,,,,,,,,,,,2,COMPLETE
167,167,-0.4696575839200719,2025-05-29 23:58:46.777026,2025-05-29 23:58:47.816922,0 days 00:00:01.039896,,,,,,,,,,,,,,,,210.0,40m,3.0,-1.7,490.0,,,,,,210.0,30m,1.7000000000000002,-2.0,410.0,,,,,,500,21m,2.8000000000000003,-3.1,260,,,,,,570.0,34m,3.4000000000000004,-0.19999999999999973,480.0,,,,,,310,57m,3.4000000000000004,-0.5999999999999996,110,990,48m,1.7000000000000002,0.0,910,,,,,,,,,,,2,COMPLETE
168,168,1.4305075749503948,2025-05-29 23:58:47.824465,2025-05-29 23:58:48.792213,0 days 00:00:00.967748,,,,,,,,,,,,,,,,400.0,9m,2.0,-1.5999999999999999,680.0,,,,,,270.0,53m,1.1,-2.2,440.0,,,,,,520,44m,2.7,-3.3,320,,,,,,540.0,5m,3.5,-3.3,530.0,,,,,,250,51m,3.3000000000000003,-0.7999999999999998,170,900,15m,1.9000000000000001,-0.09999999999999964,870,,,,,,,,,,,2,COMPLETE
169,169,-0.9411279987923803,2025-05-29 23:58:48.799850,2025-05-29 23:58:49.826829,0 days 00:00:01.026979,,,,,,,,,,,,,,,,150.0,42m,2.7,-2.3,570.0,,,,,,180.0,54m,1.5,-2.4,480.0,,,,,,430,28m,2.7,-2.8,220,,,,,,620.0,37m,3.4000000000000004,-0.2999999999999998,590.0,,,,,,280,58m,3.4000000000000004,-0.8999999999999999,230,1000,44m,1.6,-0.2999999999999998,850,,,,,,,,,,,2,COMPLETE
170,170,-0.5291709982091846,2025-05-29 23:58:49.834731,2025-05-29 23:58:50.881877,0 days 00:00:01.047146,,,,,,,,,,,,,,,,120.0,44m,2.1,-1.9,460.0,,,,,,330.0,22m,1.8,-2.0999999999999996,510.0,,,,,,570,16m,3.0,-2.7,350,,,,,,590.0,16m,3.2,-0.09999999999999964,650.0,,,,,,220,30m,3.3000000000000003,-1.0,50,960,12m,1.8,-0.5,820,,,,,,,,,,,2,COMPLETE
171,171,-1.807387563003147,2025-05-29 23:58:50.891715,2025-05-29 23:58:52.130717,0 days 00:00:01.239002,,,,,,,,,,,,,,,,40.0,23m,2.3000000000000003,-1.7999999999999998,530.0,,,,,,360.0,52m,1.4000000000000001,-1.7,360.0,,,,,,550,6m,2.9000000000000004,-3.4,130,,,,,,500.0,26m,3.5,0.0,500.0,,,,,,260,50m,3.5,-0.6999999999999997,130,920,26m,1.2000000000000002,-0.19999999999999973,880,,,,,,,,,,,2,COMPLETE
172,172,-1.8183586220120076,2025-05-29 23:58:52.140965,2025-05-29 23:58:53.196156,0 days 00:00:01.055191,,,,,,,,,,,,,,,,70.0,11m,2.5,-2.0999999999999996,600.0,,,,,,160.0,55m,0.9,-2.3,460.0,,,,,,400,12m,3.3000000000000003,-3.2,250,,,,,,460.0,58m,3.3000000000000003,-0.2999999999999998,560.0,,,,,,170,25m,3.5,-0.5999999999999996,180,980,1m,1.5,0.0,910,,,,,,,,,,,2,COMPLETE
173,173,-1.2778091132897123,2025-05-29 23:58:53.196156,2025-05-29 23:58:54.287823,0 days 00:00:01.091667,,,,,,,,,,,,,,,,190.0,22m,3.5,-1.4,630.0,,,,,,130.0,53m,1.8,-1.9,430.0,,,,,,470,31m,2.6,-3.0,200,,,,,,560.0,51m,3.0,-0.19999999999999973,450.0,,,,,,420,27m,3.1,-0.7999999999999998,240,940,44m,2.0,-0.3999999999999999,940,,,,,,,,,,,2,COMPLETE
174,174,5.1685802269957835,2025-05-29 23:58:54.293971,2025-05-29 23:58:55.378775,0 days 00:00:01.084804,,,,,,,,,,,,,,,,140.0,16m,1.8,-1.7,500.0,,,,,,190.0,5m,1.2000000000000002,-2.6,320.0,,,,,,600,19m,2.5,-3.4,250,,,,,,480.0,33m,3.4000000000000004,-0.09999999999999964,610.0,,,,,,330,2m,3.5,-1.0,200,920,32m,1.9000000000000001,0.0,800,,,,,,,,,,,2,COMPLETE
175,175,3.5940452574610022,2025-05-29 23:58:55.389302,2025-05-29 23:58:56.493630,0 days 00:00:01.104328,,,,,,,,,,,,,,,,140.0,56m,1.7000000000000002,-1.7,500.0,,,,,,200.0,25m,1.1,-2.4,390.0,,,,,,580,1m,2.5,-3.2,290,,,,,,520.0,56m,3.4000000000000004,-0.09999999999999964,600.0,,,,,,330,2m,3.4000000000000004,-1.0,160,860,39m,1.7000000000000002,-0.09999999999999964,790,,,,,,,,,,,2,COMPLETE
176,176,3.5870690422205094,2025-05-29 23:58:56.499273,2025-05-29 23:58:57.514247,0 days 00:00:01.014974,,,,,,,,,,,,,,,,100.0,18m,1.8,-1.5999999999999999,560.0,,,,,,240.0,5m,1.9000000000000001,-2.0,480.0,,,,,,610,7m,2.8000000000000003,-3.1,230,,,,,,440.0,41m,3.3000000000000003,0.0,630.0,,,,,,240,2m,3.2,-0.8999999999999999,190,910,32m,1.9000000000000001,0.0,850,,,,,,,,,,,2,COMPLETE
177,177,2.8497286258008785,2025-05-29 23:58:57.521188,2025-05-29 23:58:58.573667,0 days 00:00:01.052479,,,,,,,,,,,,,,,,160.0,38m,2.0,-1.7999999999999998,540.0,,,,,,220.0,14m,1.2000000000000002,-2.2,500.0,,,,,,500,19m,2.6,-3.4,180,,,,,,480.0,33m,3.4000000000000004,-0.09999999999999964,540.0,,,,,,270,24m,3.3000000000000003,-0.7999999999999998,280,890,32m,1.8,-0.09999999999999964,830,,,,,,,,,,,2,COMPLETE
178,178,1.2340623200892882,2025-05-29 23:58:58.584470,2025-05-29 23:58:59.618972,0 days 00:00:01.034502,,,,,,,,,,,,,,,,130.0,3m,2.2,-1.5,600.0,,,,,,180.0,8m,1.3,-2.6,410.0,,,,,,530,43m,3.1,-3.3,270,,,,,,540.0,20m,3.5,-0.19999999999999973,580.0,,,,,,300,18m,3.5,-0.6999999999999997,200,960,8m,1.9000000000000001,-0.19999999999999973,810,,,,,,,,,,,2,COMPLETE
179,179,2.632477854954915,2025-05-29 23:58:59.620708,2025-05-29 23:59:00.672162,0 days 00:00:01.051454,,,,,,,,,,,,,,,,170.0,1m,2.1,-2.0,510.0,,,,,,140.0,21m,1.7000000000000002,-2.4,320.0,,,,,,550,17m,2.4000000000000004,-3.1,150,,,,,,500.0,33m,3.1,-0.2999999999999998,560.0,,,,,,230,2m,3.5,-1.0,150,930,19m,2.1,0.0,910,,,,,,,,,,,2,COMPLETE
180,180,2.571131182159963,2025-05-29 23:59:00.683216,2025-05-29 23:59:01.790438,0 days 00:00:01.107222,,,,,,,,,,,,,,,,110.0,16m,2.6,-1.7,460.0,,,,,,290.0,5m,1.0,-2.0999999999999996,450.0,,,,,,460,19m,2.9000000000000004,-2.9,240,,,,,,580.0,6m,3.3000000000000003,0.0,670.0,,,,,,200,23m,3.2,-0.8999999999999999,1000,780,37m,2.0,-0.09999999999999964,880,,,,,,,,,,,2,COMPLETE
181,181,2.9408306905741,2025-05-29 23:59:01.799746,2025-05-29 23:59:02.818065,0 days 00:00:01.018319,,,,,,,,,,,,,,,,10.0,16m,1.5,-1.5,660.0,,,,,,100.0,10m,1.6,-2.7,530.0,,,,,,600,50m,3.2,-3.4,210,,,,,,610.0,53m,2.8000000000000003,-0.19999999999999973,510.0,,,,,,340,19m,3.4000000000000004,-0.7999999999999998,210,970,14m,1.6,-0.19999999999999973,860,,,,,,,,,,,2,COMPLETE
182,182,2.599146696141595,2025-05-29 23:59:02.825651,2025-05-29 23:59:03.847980,0 days 00:00:01.022329,,,,,,,,,,,,,,,,80.0,25m,1.9000000000000001,-1.5999999999999999,720.0,,,,,,250.0,6m,1.2000000000000002,-2.2,430.0,,,,,,480,4m,2.7,-3.2,310,,,,,,670.0,48m,3.2,0.0,530.0,,,,,,290,32m,3.3000000000000003,-1.1999999999999997,240,1000,44m,1.7000000000000002,-0.2999999999999998,1000,,,,,,,,,,,2,COMPLETE
183,183,-4.65021922071388,2025-05-29 23:59:03.852905,2025-05-29 23:59:04.838429,0 days 00:00:00.985524,,,,,,,,,,,,,,,,220.0,37m,2.3000000000000003,-1.7999999999999998,480.0,,,,,,200.0,42m,1.4000000000000001,-2.0,370.0,,,,,,520,8m,2.8000000000000003,-3.0,170,,,,,,550.0,1m,3.5,-0.09999999999999964,470.0,,,,,,320,21m,3.4000000000000004,-0.5,110,880,50m,1.4000000000000001,0.0,840,,,,,,,,,,,2,COMPLETE
184,184,2.513959473276629,2025-05-29 23:59:04.851262,2025-05-29 23:59:05.813904,0 days 00:00:00.962642,,,,,,,,,,,,,,,,140.0,59m,1.8,-1.4,610.0,,,,,,190.0,45m,2.0,-2.5,380.0,,,,,,620,36m,2.4000000000000004,-3.3,250,,,,,,460.0,9m,3.4000000000000004,-0.2999999999999998,610.0,,,,,,310,2m,3.5,-0.8999999999999999,290,920,35m,1.9000000000000001,0.0,800,,,,,,,,,,,2,COMPLETE
185,185,5.593239047772026,2025-05-29 23:59:05.819035,2025-05-29 23:59:06.799142,0 days 00:00:00.980107,,,,,,,,,,,,,,,,140.0,14m,1.8,-1.7,580.0,,,,,,180.0,33m,2.2,-2.6,280.0,,,,,,570,17m,2.5,-3.1,260,,,,,,470.0,50m,3.4000000000000004,-0.3999999999999999,610.0,,,,,,270,2m,3.5,-1.0,250,950,34m,1.9000000000000001,-0.19999999999999973,890,,,,,,,,,,,2,COMPLETE
186,186,3.171186281404223,2025-05-29 23:59:06.808245,2025-05-29 23:59:07.779834,0 days 00:00:00.971589,,,,,,,,,,,,,,,,120.0,48m,2.0,-1.7,580.0,,,,,,160.0,33m,1.7000000000000002,-2.6,250.0,,,,,,580,17m,2.5,-3.1,220,,,,,,520.0,21m,3.4000000000000004,-0.09999999999999964,580.0,,,,,,270,2m,3.4000000000000004,-1.0999999999999996,230,950,7m,1.8,-0.09999999999999964,890,,,,,,,,,,,2,COMPLETE
