,number,value,datetime_start,datetime_complete,duration,params_ASML_WDAY_beta_win,params_ASML_WDAY_trade_freq,params_ASML_WDAY_z_entry,params_ASML_WDAY_z_exit,params_ASML_WDAY_z_win,params_DOCU_ISRG_beta_win,params_DOCU_ISRG_trade_freq,params_DOCU_ISRG_z_entry,params_DOCU_ISRG_z_exit,params_DOCU_ISRG_z_win,params_EA_KHC_beta_win,params_EA_KHC_trade_freq,params_EA_KHC_z_entry,params_EA_KHC_z_exit,params_EA_KHC_z_win,params_KHC_MELI_beta_win,params_KHC_MELI_trade_freq,params_KHC_MELI_z_entry,params_KHC_MELI_z_exit,params_KHC_MELI_z_win,params_MCHP_ISRG_beta_win,params_MCHP_ISRG_trade_freq,params_MCHP_ISRG_z_entry,params_MCHP_ISRG_z_exit,params_MCHP_ISRG_z_win,params_MRNA_ISRG_beta_win,params_MRNA_ISRG_trade_freq,params_MRNA_ISRG_z_entry,params_MRNA_ISRG_z_exit,params_MRNA_ISRG_z_win,params_MSFT_REGN_beta_win,params_MSFT_REGN_trade_freq,params_MSFT_REGN_z_entry,params_MSFT_REGN_z_exit,params_MSFT_REGN_z_win,params_PDD_ISRG_beta_win,params_PDD_ISRG_trade_freq,params_PDD_ISRG_z_entry,params_PDD_ISRG_z_exit,params_PDD_ISRG_z_win,params_PTON_ISRG_beta_win,params_PTON_ISRG_trade_freq,params_PTON_ISRG_z_entry,params_PTON_ISRG_z_exit,params_PTON_ISRG_z_win,params_REGN_CTAS_beta_win,params_REGN_CTAS_trade_freq,params_REGN_CTAS_z_entry,params_REGN_CTAS_z_exit,params_REGN_CTAS_z_win,params_pairs_to_trade,state
61,61,2.829457107516126,2025-05-30 00:03:00.603269,2025-05-30 00:03:01.111890,0 days 00:00:00.508621,,,,,,280,46m,0.6000000000000001,-0.3999999999999999,200,140.0,56m,2.2,-2.7,600.0,,,,,,,,,,,,,,,,60,1m,3.2,-3.1,890,860.0,5m,0.9,-3.1,550.0,550.0,37m,1.6,-1.7,640.0,380.0,20m,1.2000000000000002,-0.19999999999999973,770.0,3,COMPLETE
62,62,-0.1744096359540161,2025-05-30 00:03:01.114888,2025-05-30 00:03:01.622420,0 days 00:00:00.507532,,,,,,150,42m,0.2,-0.09999999999999964,370,560.0,54m,1.8,-3.3,670.0,,,,,,,,,,,,,,,,50,33m,3.5,-2.8,370,680.0,32m,0.8,-2.8,670.0,360.0,37m,2.4000000000000004,-2.0,810.0,190.0,11m,0.8,-0.3999999999999999,740.0,3,COMPLETE
63,63,-2.6733979088452418,2025-05-30 00:03:01.625420,2025-05-30 00:03:02.383755,0 days 00:00:00.758335,460.0,50m,1.4000000000000001,0.0,470.0,60,45m,1.1,-0.7999999999999998,230,280.0,58m,1.6,-3.0,740.0,100.0,8m,2.1,-2.9,140.0,940.0,36m,1.7000000000000002,-1.7,650.0,830.0,39m,0.0,-0.6999999999999997,490.0,260,44m,2.8000000000000003,-3.4,820,770.0,11m,3.5,-3.4,740.0,100.0,48m,1.2000000000000002,-1.4,720.0,280.0,41m,1.8,-0.19999999999999973,800.0,5,COMPLETE
64,64,0.8747679040238128,2025-05-30 00:03:02.387267,2025-05-30 00:03:03.007747,0 days 00:00:00.620480,,,,,,420,42m,0.8,-0.2999999999999998,410,250.0,27m,0.30000000000000004,-2.6,530.0,240.0,28m,3.2,-1.1999999999999997,320.0,,,,,,550.0,33m,3.0,-1.7,260.0,130,59m,3.4000000000000004,-2.5,140,640.0,2m,1.5,-3.1,590.0,560.0,53m,1.7000000000000002,-2.3,960.0,390.0,48m,1.1,-0.5999999999999996,680.0,4,COMPLETE
65,65,2.7248993567051194,2025-05-30 00:03:03.011743,2025-05-30 00:03:03.505477,0 days 00:00:00.493734,,,,,,360,16m,0.5,-0.5999999999999996,140,440.0,3m,2.4000000000000004,-0.09999999999999964,380.0,,,,,,,,,,,,,,,,10,55m,3.1,-3.1,720,900.0,22m,0.2,-2.8,700.0,650.0,40m,0.1,-1.7,640.0,330.0,14m,0.2,-0.3999999999999999,460.0,3,COMPLETE
66,66,0.37139681098215177,2025-05-30 00:03:03.507987,2025-05-30 00:03:04.119375,0 days 00:00:00.611388,,,,,,270,47m,0.1,-1.0,310,40.0,45m,2.1,-3.2,430.0,460.0,38m,0.0,-2.0999999999999996,440.0,,,,,,380.0,19m,2.1,0.0,710.0,120,46m,3.3000000000000003,-2.0,440,720.0,10m,0.7000000000000001,-3.0,990.0,450.0,8m,2.0,-1.1999999999999997,860.0,530.0,46m,1.3,-0.6999999999999997,940.0,4,COMPLETE
67,67,1.9140997936481239,2025-05-30 00:03:04.122376,2025-05-30 00:03:04.611806,0 days 00:00:00.489430,,,,,,310,17m,0.30000000000000004,-0.3999999999999999,230,230.0,4m,1.9000000000000001,-2.5,700.0,,,,,,,,,,,,,,,,60,35m,3.0,-2.8,530,780.0,28m,1.2000000000000002,-3.4,630.0,350.0,39m,2.3000000000000003,-1.5,520.0,930.0,47m,1.5,-1.4,740.0,3,COMPLETE
68,68,2.065990083859965,2025-05-30 00:03:04.613806,2025-05-30 00:03:05.114310,0 days 00:00:00.500504,,,,,,220,37m,1.5,0.0,130,140.0,39m,2.5,-2.0999999999999996,590.0,,,,,,,,,,,,,,,,170,17m,3.2,-3.0,350,820.0,55m,1.2000000000000002,-3.2,280.0,480.0,32m,2.9000000000000004,-1.9,600.0,440.0,43m,1.0,-0.8999999999999999,570.0,3,COMPLETE
69,69,0.4951523326014927,2025-05-30 00:03:05.116818,2025-05-30 00:03:05.626614,0 days 00:00:00.509796,,,,,,340,32m,0.0,-0.5999999999999996,100,160.0,21m,2.2,-2.9,640.0,,,,,,,,,,,,,,,,50,2m,0.4,-3.2,600,700.0,50m,1.4000000000000001,-3.0,510.0,570.0,31m,0.5,-2.0999999999999996,680.0,300.0,13m,1.6,-0.2999999999999998,660.0,3,COMPLETE
70,70,-0.5792810681348111,2025-05-30 00:03:05.629126,2025-05-30 00:03:06.137564,0 days 00:00:00.508438,,,,,,390,54m,0.5,-0.7999999999999998,180,330.0,22m,1.7000000000000002,-3.1,310.0,,,,,,,,,,,,,,,,240,8m,3.4000000000000004,-3.4,260,770.0,44m,1.0,-2.7,600.0,50.0,45m,2.2,-3.1,430.0,600.0,10m,0.7000000000000001,-1.0,730.0,3,COMPLETE
71,71,1.4329550899787433,2025-05-30 00:03:06.140563,2025-05-30 00:03:06.643308,0 days 00:00:00.502745,,,,,,220,51m,0.30000000000000004,-0.19999999999999973,650,120.0,36m,2.3000000000000003,-3.4,460.0,,,,,,,,,,,,,,,,110,7m,2.8000000000000003,-2.7,200,590.0,40m,1.6,-3.4,890.0,290.0,26m,1.4000000000000001,-2.4,540.0,650.0,32m,2.1,-0.6999999999999997,800.0,3,COMPLETE
72,72,1.1462059953159411,2025-05-30 00:03:06.645308,2025-05-30 00:03:07.291435,0 days 00:00:00.646127,,,,,,120,6m,0.7000000000000001,-0.5,210,190.0,28m,2.0,-3.3,990.0,110.0,16m,3.0,-3.2,680.0,,,,,,210.0,36m,3.0,-3.1,890.0,170,12m,2.4000000000000004,-3.5,410,360.0,51m,1.9000000000000001,-1.5,810.0,180.0,17m,2.9000000000000004,-2.8,800.0,780.0,3m,1.1,-0.19999999999999973,1000.0,4,COMPLETE
73,73,-4.3769250811467995,2025-05-30 00:03:07.295431,2025-05-30 00:03:07.821764,0 days 00:00:00.526333,,,,,,300,10m,0.1,-1.4,80,310.0,34m,3.4000000000000004,-2.0,770.0,,,,,,,,,,,,,,,,290,34m,2.6,-2.9,10,830.0,20m,0.6000000000000001,-0.6999999999999997,740.0,510.0,1m,3.1,-1.4,480.0,520.0,28m,0.5,-1.2999999999999998,780.0,3,COMPLETE
74,74,,2025-05-30 00:03:07.825765,2025-05-30 00:03:08.501427,0 days 00:00:00.675662,,,,,,440,40m,0.9,-0.09999999999999964,150,370.0,30m,1.1,-2.4,520.0,710.0,13m,1.5,-0.6999999999999997,890.0,,,,,,840.0,27m,1.4000000000000001,-2.5,580.0,510,36m,3.5,-2.6,660,300.0,34m,1.6,-3.2,550.0,680.0,27m,1.9000000000000001,-3.3,860.0,830.0,31m,1.7000000000000002,-1.7999999999999998,830.0,4,FAIL
75,75,-1.5901486328017234,2025-05-30 00:03:08.504432,2025-05-30 00:03:09.155350,0 days 00:00:00.650918,,,,,,250,20m,0.9,-1.1999999999999997,40,450.0,17m,1.9000000000000001,-2.3,560.0,630.0,55m,2.2,-1.5,860.0,,,,,,850.0,56m,1.4000000000000001,-1.9,570.0,500,36m,3.2,-2.6,980,910.0,13m,1.6,-3.2,430.0,680.0,13m,2.0,-3.3,850.0,840.0,9m,1.7000000000000002,-1.7,840.0,4,COMPLETE
76,76,,2025-05-30 00:03:09.159861,2025-05-30 00:03:09.664858,0 days 00:00:00.504997,,,,,,380,41m,0.6000000000000001,-0.09999999999999964,970,360.0,47m,1.1,-2.9,670.0,,,,,,,,,,,,,,,,350,38m,3.5,-3.1,670,320.0,52m,1.1,-2.9,500.0,400.0,35m,2.5,-1.9,980.0,420.0,40m,1.2000000000000002,-0.5,650.0,3,FAIL
77,77,0.869651698642446,2025-05-30 00:03:09.666858,2025-05-30 00:03:10.190742,0 days 00:00:00.523884,,,,,,430,41m,0.6000000000000001,-0.09999999999999964,260,360.0,25m,1.6,-2.9,660.0,,,,,,,,,,,,,,,,40,50m,3.4000000000000004,-3.1,770,320.0,17m,2.2,-2.8,560.0,230.0,4m,2.5,-1.9,1000.0,400.0,31m,1.3,-0.5,640.0,3,COMPLETE
78,78,-0.7186480124991987,2025-05-30 00:03:10.194252,2025-05-30 00:03:10.844435,0 days 00:00:00.650183,,,,,,370,5m,0.4,-0.8999999999999999,150,250.0,35m,1.1,-2.7,830.0,10.0,33m,1.5,-0.6999999999999997,510.0,,,,,,660.0,38m,0.5,-2.5,20.0,350,25m,3.5,-1.5999999999999999,660,670.0,41m,1.2000000000000002,-2.5,650.0,750.0,49m,3.3000000000000003,-1.5999999999999999,720.0,360.0,17m,0.9,-0.8999999999999999,710.0,4,COMPLETE
79,79,2.6052437794757246,2025-05-30 00:03:10.847940,2025-05-30 00:03:11.364496,0 days 00:00:00.516556,,,,,,160,26m,0.4,-0.6999999999999997,270,90.0,41m,2.1,-3.5,500.0,,,,,,,,,,,,,,,,90,5m,3.1,-3.4,880,460.0,5m,1.1,-2.9,830.0,600.0,36m,2.7,-1.7999999999999998,760.0,500.0,44m,0.9,-0.6999999999999997,570.0,3,COMPLETE
80,80,4.968367753276462,2025-05-30 00:03:11.367852,2025-05-30 00:03:11.883281,0 days 00:00:00.515429,,,,,,210,50m,0.30000000000000004,-0.6999999999999997,290,120.0,47m,2.3000000000000003,-3.3,520.0,,,,,,,,,,,,,,,,80,5m,3.1,-3.3,960,410.0,5m,1.0,-3.0,930.0,630.0,36m,2.6,-1.7999999999999998,770.0,470.0,16m,0.7000000000000001,-0.5,590.0,3,COMPLETE
81,81,-2.088820309887161,2025-05-30 00:03:11.885282,2025-05-30 00:03:12.452502,0 days 00:00:00.567220,,,,,,220,13m,0.2,-0.2999999999999998,320,180.0,19m,2.4000000000000004,-3.2,620.0,,,,,,,,,,,,,,,,10,57m,2.9000000000000004,-3.2,960,410.0,31m,0.9,-3.1,970.0,640.0,52m,1.9000000000000001,-1.5,580.0,560.0,40m,0.30000000000000004,-0.09999999999999964,600.0,3,COMPLETE
82,82,-0.4232147213802421,2025-05-30 00:03:12.455501,2025-05-30 00:03:12.992167,0 days 00:00:00.536666,,,,,,270,50m,0.30000000000000004,-0.5999999999999996,970,120.0,47m,2.6,-3.4,420.0,,,,,,,,,,,,,,,,70,29m,3.3000000000000003,-3.3,920,290.0,52m,1.3,-3.4,920.0,560.0,38m,2.3000000000000003,-1.2999999999999998,640.0,420.0,6m,0.6000000000000001,-0.3999999999999999,510.0,3,COMPLETE
83,83,5.0717646074786495,2025-05-30 00:03:12.995674,2025-05-30 00:03:13.524091,0 days 00:00:00.528417,,,,,,900,40m,1.3,-0.3999999999999999,370,40.0,33m,2.3000000000000003,-3.1,530.0,,,,,,,,,,,,,,,,580,13m,3.0,-3.0,990,360.0,8m,0.7000000000000001,-3.2,370.0,430.0,54m,0.30000000000000004,-2.0999999999999996,890.0,950.0,26m,1.1,-0.5,50.0,3,COMPLETE
84,84,-2.602732823995138,2025-05-30 00:03:13.526594,2025-05-30 00:03:14.041491,0 days 00:00:00.514897,,,,,,1000,40m,1.3,-0.3999999999999999,360,30.0,48m,2.3000000000000003,-3.0,520.0,,,,,,,,,,,,,,,,590,13m,3.0,-2.8,900,380.0,27m,0.7000000000000001,-3.2,380.0,680.0,6m,0.30000000000000004,-2.0,890.0,960.0,57m,0.7000000000000001,-0.5,280.0,3,COMPLETE
85,85,3.052705922957557,2025-05-30 00:03:14.044492,2025-05-30 00:03:14.563046,0 days 00:00:00.518554,,,,,,800,23m,0.8,-3.1,480,60.0,33m,2.1,-3.2,460.0,,,,,,,,,,,,,,,,210,22m,2.7,-3.0,850,300.0,8m,0.5,-3.5,950.0,420.0,54m,0.2,-2.0999999999999996,950.0,460.0,26m,0.8,-0.09999999999999964,20.0,3,COMPLETE
86,86,0.9482829818168657,2025-05-30 00:03:14.565046,2025-05-30 00:03:14.949613,0 days 00:00:00.384567,,,,,,20,49m,1.5,-1.0999999999999996,400,10.0,12m,2.2,-3.1,580.0,,,,,,,,,,,,,,,,120,41m,3.1,-3.1,1000,520.0,45m,1.0,-3.0,510.0,,,,,,,,,,,2,COMPLETE
87,87,-4.679640586303213,2025-05-30 00:03:14.951612,2025-05-30 00:03:15.478853,0 days 00:00:00.527241,,,,,,920,21m,0.1,-0.8999999999999999,230,80.0,24m,2.5,-3.3,550.0,,,,,,,,,,,,,,,,160,1m,3.5,-3.5,970,350.0,1m,0.8,-3.3,270.0,450.0,56m,0.0,-1.7,810.0,400.0,16m,1.1,-0.3999999999999999,420.0,3,COMPLETE
88,88,-1.12794529668324,2025-05-30 00:03:15.481855,2025-05-30 00:03:16.142751,0 days 00:00:00.660896,,,,,,710,50m,1.1,0.0,290,120.0,30m,1.9000000000000001,-0.5,340.0,770.0,37m,0.9,-2.0999999999999996,210.0,,,,,,400.0,4m,1.6,-1.0,380.0,30,38m,3.3000000000000003,-2.9,850,490.0,34m,1.8,-1.9,890.0,850.0,42m,0.6000000000000001,-1.9,900.0,300.0,25m,0.5,-0.2999999999999998,110.0,4,COMPLETE
89,89,,2025-05-30 00:03:16.145750,2025-05-30 00:03:16.643643,0 days 00:00:00.497893,,,,,,960,59m,1.6,-0.6999999999999997,190,160.0,40m,2.8000000000000003,-2.8,610.0,,,,,,,,,,,,,,,,550,58m,3.2,-3.2,530,440.0,35m,1.4000000000000001,-3.2,310.0,500.0,35m,2.5,-1.5999999999999999,780.0,900.0,21m,0.0,-0.6999999999999997,310.0,3,FAIL
90,90,1.2642413529677483,2025-05-30 00:03:16.646641,2025-05-30 00:03:17.139796,0 days 00:00:00.493155,,,,,,960,59m,1.7000000000000002,-0.6999999999999997,340,170.0,7m,2.8000000000000003,-2.8,600.0,,,,,,,,,,,,,,,,420,23m,3.2,-3.2,1000,420.0,3m,1.4000000000000001,-3.2,330.0,390.0,57m,2.5,-1.5999999999999999,780.0,910.0,29m,1.2000000000000002,-0.6999999999999997,920.0,3,COMPLETE
91,91,-1.2064409716871092,2025-05-30 00:03:17.142795,2025-05-30 00:03:17.651496,0 days 00:00:00.508701,,,,,,290,57m,1.4000000000000001,-0.5,200,200.0,37m,2.3000000000000003,-3.0,520.0,,,,,,,,,,,,,,,,530,58m,2.8000000000000003,-3.4,910,380.0,30m,1.1,-2.9,240.0,500.0,25m,2.8000000000000003,-1.7999999999999998,850.0,980.0,8m,1.5,-2.5,310.0,3,COMPLETE
92,92,3.593238411305497,2025-05-30 00:03:17.653495,2025-05-30 00:03:18.044948,0 days 00:00:00.391453,,,,,,170,28m,2.2,-0.7999999999999998,110,60.0,40m,1.8,-2.5,680.0,,,,,,,,,,,,,,,,560,13m,3.0,-3.0,530,700.0,5m,3.0,-3.1,310.0,,,,,,,,,,,2,COMPLETE
93,93,3.2893533920791547,2025-05-30 00:03:18.048090,2025-05-30 00:03:18.588080,0 days 00:00:00.539990,,,,,,570,9m,0.5,-0.19999999999999973,420,160.0,53m,2.7,-3.4,640.0,,,,,,,,,,,,,,,,460,42m,3.4000000000000004,-3.2,950,210.0,42m,1.4000000000000001,-3.4,190.0,620.0,23m,2.1,-1.5,740.0,870.0,42m,1.3,-0.7999999999999998,690.0,3,COMPLETE
94,94,0.11811173283020913,2025-05-30 00:03:18.592087,2025-05-30 00:03:19.158820,0 days 00:00:00.566733,,,,,,240,17m,1.9000000000000001,-0.3999999999999999,250,220.0,29m,2.0,-1.0,730.0,,,,,,,,,,,,,,,,530,43m,2.9000000000000004,-2.7,800,750.0,35m,1.6,-2.8,1000.0,320.0,27m,0.30000000000000004,-2.0999999999999996,680.0,1000.0,49m,0.1,-0.5,160.0,3,COMPLETE
95,95,-1.660909306125841,2025-05-30 00:03:19.161822,2025-05-30 00:03:19.669256,0 days 00:00:00.507434,,,,,,200,29m,2.3000000000000003,-0.5,220,110.0,47m,1.6,-2.7,490.0,,,,,,,,,,,,,,,,70,5m,3.2,-3.3,580,790.0,46m,1.2000000000000002,-3.0,380.0,540.0,47m,2.6,-1.0999999999999996,920.0,960.0,7m,1.0,-1.0,530.0,3,COMPLETE
96,96,2.3374720256175556,2025-05-30 00:03:19.671256,2025-05-30 00:03:20.167730,0 days 00:00:00.496474,,,,,,340,24m,0.0,-0.5999999999999996,370,720.0,5m,3.3000000000000003,-3.1,430.0,,,,,,,,,,,,,,,,100,47m,3.1,-2.8,620,430.0,16m,0.8,-3.2,710.0,460.0,16m,1.7000000000000002,-1.7,780.0,470.0,21m,1.1,-3.4,650.0,3,COMPLETE
97,97,0.28983550109725525,2025-05-30 00:03:20.170729,2025-05-30 00:03:20.810459,0 days 00:00:00.639730,,,,,,110,8m,0.7000000000000001,-0.2999999999999998,320,40.0,42m,2.4000000000000004,-1.2999999999999998,570.0,390.0,42m,0.30000000000000004,-2.7,100.0,,,,,,530.0,10m,2.0,-0.3999999999999999,580.0,600,6m,2.6,-2.5,480,320.0,5m,0.4,-3.5,150.0,580.0,59m,1.5,-2.8,830.0,360.0,34m,3.2,-1.0999999999999996,880.0,4,COMPLETE
98,98,-2.253078024314978,2025-05-30 00:03:20.814462,2025-05-30 00:03:21.320290,0 days 00:00:00.505828,,,,,,310,12m,0.30000000000000004,-0.09999999999999964,170,140.0,54m,3.0,-3.4,620.0,,,,,,,,,,,,,,,,670,35m,3.3000000000000003,-2.9,870,640.0,8m,1.0,-2.6,570.0,710.0,20m,0.8,-2.5,870.0,430.0,59m,0.8,-0.09999999999999964,610.0,3,COMPLETE
99,99,3.686415012420644,2025-05-30 00:03:21.323290,2025-05-30 00:03:21.819037,0 days 00:00:00.495747,,,,,,670,44m,0.2,-2.5,250,80.0,1m,2.6,-2.9,470.0,,,,,,,,,,,,,,,,960,18m,3.4000000000000004,-3.0,980,560.0,5m,0.9,-3.3,760.0,390.0,35m,1.9000000000000001,-1.4,560.0,220.0,15m,0.4,-2.0999999999999996,740.0,3,COMPLETE
100,100,-1.0238438636079115,2025-05-30 00:03:21.822041,2025-05-30 00:03:22.335175,0 days 00:00:00.513134,,,,,,840,44m,0.2,-3.1,270,90.0,21m,2.2,-3.0,470.0,,,,,,,,,,,,,,,,960,18m,3.5,-3.0,930,580.0,48m,0.7000000000000001,-3.3,750.0,410.0,36m,2.3000000000000003,-1.4,700.0,170.0,15m,0.0,-2.2,750.0,3,COMPLETE
101,101,5.2646298659616395,2025-05-30 00:03:22.337680,2025-05-30 00:03:22.836980,0 days 00:00:00.499300,,,,,,880,42m,0.6000000000000001,-0.7999999999999998,300,80.0,1m,2.9000000000000004,-2.9,540.0,,,,,,,,,,,,,,,,830,24m,3.4000000000000004,-3.1,990,560.0,5m,0.9,-3.1,690.0,500.0,35m,1.9000000000000001,-1.2999999999999998,550.0,220.0,52m,0.7000000000000001,-1.9,710.0,3,COMPLETE
102,102,4.518157047260873,2025-05-30 00:03:22.840432,2025-05-30 00:03:23.368495,0 days 00:00:00.528063,,,,,,920,42m,0.6000000000000001,-2.6,300,30.0,1m,2.6,-2.9,540.0,,,,,,,,,,,,,,,,830,24m,3.4000000000000004,-3.1,980,600.0,5m,0.9,-3.0,770.0,510.0,35m,2.1,-1.2999999999999998,560.0,220.0,52m,0.4,-1.9,670.0,3,COMPLETE
103,103,1.0839949138692668,2025-05-30 00:03:23.371494,2025-05-30 00:03:23.886088,0 days 00:00:00.514594,,,,,,950,15m,0.6000000000000001,-3.0,290,10.0,1m,2.8000000000000003,-3.2,540.0,,,,,,,,,,,,,,,,730,24m,3.5,-3.1,970,530.0,25m,0.9,-3.1,660.0,520.0,35m,2.1,-1.1999999999999997,500.0,90.0,52m,0.6000000000000001,-2.0,580.0,3,COMPLETE
104,104,2.6240334183928256,2025-05-30 00:03:23.889353,2025-05-30 00:03:24.402653,0 days 00:00:00.513300,,,,,,880,42m,0.9,-2.8,350,60.0,57m,2.9000000000000004,-2.8,510.0,,,,,,,,,,,,,,,,830,24m,3.3000000000000003,-3.4,1000,600.0,5m,0.6000000000000001,-2.9,710.0,620.0,3m,1.8,-1.0,620.0,100.0,52m,0.30000000000000004,-1.9,700.0,3,COMPLETE
105,105,1.7054192283368876,2025-05-30 00:03:24.404655,2025-05-30 00:03:24.907949,0 days 00:00:00.503294,,,,,,880,42m,0.5,-3.5,380,30.0,33m,2.1,-3.5,410.0,,,,,,,,,,,,,,,,900,21m,3.4000000000000004,-3.3,950,620.0,12m,0.5,-3.0,690.0,490.0,24m,2.2,-1.5,470.0,130.0,54m,0.7000000000000001,-1.5999999999999999,670.0,3,COMPLETE
106,106,4.7334400338914335,2025-05-30 00:03:24.910948,2025-05-30 00:03:25.413889,0 days 00:00:00.502941,,,,,,820,42m,1.0,-2.2,300,130.0,51m,2.5,-3.3,440.0,,,,,,,,,,,,,,,,810,32m,3.2,-3.2,900,570.0,5m,1.1,-2.7,620.0,540.0,33m,2.0,-1.5999999999999999,410.0,220.0,1m,0.9,-1.7999999999999998,630.0,3,COMPLETE
107,107,0.7748154780343847,2025-05-30 00:03:25.416888,2025-05-30 00:03:25.926941,0 days 00:00:00.510053,,,,,,920,42m,1.2000000000000002,-2.3,310,130.0,29m,2.5,-3.3,550.0,,,,,,,,,,,,,,,,780,32m,3.2,-3.2,900,500.0,18m,1.1,-3.0,610.0,570.0,37m,1.9000000000000001,-1.7999999999999998,450.0,200.0,1m,0.9,-1.9,630.0,3,COMPLETE
108,108,5.349821914181715,2025-05-30 00:03:25.928947,2025-05-30 00:03:26.443817,0 days 00:00:00.514870,,,,,,840,42m,1.0,-2.7,430,150.0,50m,2.6,-3.2,590.0,,,,,,,,,,,,,,,,820,5m,3.1,-3.1,920,560.0,5m,0.8,-2.7,640.0,540.0,33m,1.6,-1.5999999999999999,310.0,240.0,37m,0.8,-1.7999999999999998,590.0,3,COMPLETE
109,109,-3.68252162403121,2025-05-30 00:03:26.445815,2025-05-30 00:03:26.944218,0 days 00:00:00.498403,,,,,,790,42m,1.0,-2.8,440,160.0,6m,2.6,-3.1,500.0,,,,,,,,,,,,,,,,840,5m,2.9000000000000004,-3.5,920,550.0,56m,0.8,-2.3,650.0,450.0,33m,1.6,-2.0,350.0,250.0,37m,1.0,-1.7999999999999998,590.0,3,COMPLETE
