,number,value,datetime_start,datetime_complete,duration,params_AAL_HAS_beta_win,params_AAL_HAS_trade_freq,params_AAL_HAS_z_entry,params_AAL_HAS_z_exit,params_AAL_HAS_z_win,params_BIDU_BIIB_beta_win,params_BIDU_BIIB_trade_freq,params_BIDU_BIIB_z_entry,params_BIDU_BIIB_z_exit,params_BIDU_BIIB_z_win,params_FB_BIIB_beta_win,params_FB_BIIB_trade_freq,params_FB_BIIB_z_entry,params_FB_BIIB_z_exit,params_FB_BIIB_z_win,params_ISRG_HAS_beta_win,params_ISRG_HAS_trade_freq,params_ISRG_HAS_z_entry,params_ISRG_HAS_z_exit,params_ISRG_HAS_z_win,params_KHC_HAS_beta_win,params_KHC_HAS_trade_freq,params_KHC_HAS_z_entry,params_KHC_HAS_z_exit,params_KHC_HAS_z_win,params_MELI_BIIB_beta_win,params_MELI_BIIB_trade_freq,params_MELI_BIIB_z_entry,params_MELI_BIIB_z_exit,params_MELI_BIIB_z_win,params_MSFT_HAS_beta_win,params_MSFT_HAS_trade_freq,params_MSFT_HAS_z_entry,params_MSFT_HAS_z_exit,params_MSFT_HAS_z_win,params_NTES_BIIB_beta_win,params_NTES_BIIB_trade_freq,params_NTES_BIIB_z_entry,params_NTES_BIIB_z_exit,params_NTES_BIIB_z_win,params_SBUX_HAS_beta_win,params_SBUX_HAS_trade_freq,params_SBUX_HAS_z_entry,params_SBUX_HAS_z_exit,params_SBUX_HAS_z_win,params_WYNN_BIIB_beta_win,params_WYNN_BIIB_trade_freq,params_WYNN_BIIB_z_entry,params_WYNN_BIIB_z_exit,params_WYNN_BIIB_z_win,params_pairs_to_trade,state
149,149,-1.7590964941862073,2025-05-29 23:31:14.095482,2025-05-29 23:31:15.299362,0 days 00:00:01.203880,920.0,6m,3.4000000000000004,-0.6999999999999997,450.0,440.0,8m,0.1,-3.2,830.0,650.0,57m,0.0,-0.8999999999999999,340.0,,,,,,250.0,10m,2.4000000000000004,-1.0,30.0,430,58m,0.7000000000000001,-2.3,800,640,1m,2.8000000000000003,-3.0,490,,,,,,200.0,36m,1.3,-0.09999999999999964,640.0,240.0,9m,0.4,-1.9,490.0,4,COMPLETE
150,150,1.3848272365389596,2025-05-29 23:31:15.301376,2025-05-29 23:31:16.516547,0 days 00:00:01.215171,880.0,1m,3.5,-0.8999999999999999,300.0,370.0,58m,0.6000000000000001,-3.1,810.0,740.0,25m,0.4,-0.5,890.0,,,,,,360.0,25m,3.2,-1.1999999999999997,770.0,400,21m,0.6000000000000001,-2.9,850,610,32m,2.9000000000000004,-3.1,280,,,,,,300.0,25m,1.4000000000000001,-0.2999999999999998,750.0,340.0,55m,0.1,-1.7,180.0,4,COMPLETE
151,151,-0.9446063488973775,2025-05-29 23:31:16.531096,2025-05-29 23:31:17.720730,0 days 00:00:01.189634,940.0,16m,0.9,-1.2999999999999998,560.0,480.0,35m,0.4,-2.5,880.0,800.0,45m,1.0,-0.7999999999999998,980.0,,,,,,290.0,49m,2.1,-1.2999999999999998,990.0,320,42m,1.2000000000000002,-2.7,880,580,46m,2.6,-2.7,360,,,,,,110.0,7m,1.2000000000000002,-2.7,670.0,400.0,8m,0.9,-1.4,300.0,4,COMPLETE
152,152,-0.26618800030631734,2025-05-29 23:31:17.736102,2025-05-29 23:31:18.908910,0 days 00:00:01.172808,810.0,14m,3.1,-1.0999999999999996,520.0,410.0,54m,0.0,-2.3,780.0,770.0,41m,0.30000000000000004,-0.6999999999999997,930.0,,,,,,410.0,20m,2.7,-0.7999999999999998,680.0,290,19m,0.8,-3.0,770,600,14m,2.8000000000000003,-2.6,450,,,,,,90.0,12m,1.5,-0.3999999999999999,410.0,550.0,49m,0.6000000000000001,-2.2,280.0,4,COMPLETE
153,153,-6.082335062030582,2025-05-29 23:31:18.919140,2025-05-29 23:31:20.122968,0 days 00:00:01.203828,840.0,16m,3.3000000000000003,-1.0,420.0,390.0,33m,0.0,-2.8,850.0,720.0,57m,0.1,-0.19999999999999973,910.0,,,,,,380.0,49m,2.6,-1.1999999999999997,20.0,280,28m,0.9,-2.8,860,720,31m,3.0,-2.9,320,,,,,,170.0,57m,1.4000000000000001,-0.09999999999999964,730.0,310.0,17m,0.1,-0.8999999999999999,260.0,4,COMPLETE
154,154,-3.84437251723173,2025-05-29 23:31:20.124980,2025-05-29 23:31:21.273055,0 days 00:00:01.148075,840.0,58m,3.2,-1.1999999999999997,370.0,450.0,36m,0.1,-2.9,840.0,750.0,57m,0.2,-0.5999999999999996,870.0,,,,,,440.0,50m,2.6,-1.0999999999999996,10.0,210,45m,0.5,-2.8,830,720,25m,3.1,-2.9,320,,,,,,170.0,57m,1.2000000000000002,-0.09999999999999964,750.0,370.0,21m,3.1,-1.4,270.0,4,COMPLETE
155,155,-2.9983847704142566,2025-05-29 23:31:21.283326,2025-05-29 23:31:22.450338,0 days 00:00:01.167012,860.0,8m,3.3000000000000003,-1.0,470.0,390.0,52m,0.2,-2.8,820.0,660.0,57m,0.0,-0.3999999999999999,900.0,,,,,,330.0,2m,2.5,-1.1999999999999997,80.0,370,20m,0.7000000000000001,-2.6,790,660,13m,3.0,-2.8,380,,,,,,230.0,18m,1.7000000000000002,0.0,730.0,290.0,41m,0.2,-1.5999999999999999,200.0,4,COMPLETE
156,156,-1.0938932235502,2025-05-29 23:31:22.462309,2025-05-29 23:31:23.583720,0 days 00:00:01.121411,790.0,16m,3.4000000000000004,-1.0999999999999996,360.0,370.0,56m,0.0,-3.0,760.0,710.0,13m,0.1,-0.8999999999999999,950.0,,,,,,530.0,27m,2.4000000000000004,-0.8999999999999999,60.0,330,28m,0.9,-2.7,820,690,34m,2.7,-2.6,250,,,,,,790.0,48m,1.3,-0.19999999999999973,650.0,330.0,42m,0.30000000000000004,-1.7,310.0,4,COMPLETE
157,157,-2.2330365870406736,2025-05-29 23:31:23.591766,2025-05-29 23:31:24.701837,0 days 00:00:01.110071,890.0,52m,3.1,-1.2999999999999998,400.0,320.0,47m,0.1,-2.6,790.0,870.0,10m,0.5,0.0,860.0,,,,,,480.0,39m,2.9000000000000004,-1.0999999999999996,620.0,270,26m,1.1,-2.5,850,630,30m,2.9000000000000004,-2.5,340,,,,,,100.0,57m,0.9,0.0,570.0,250.0,58m,0.1,-1.1999999999999997,390.0,4,COMPLETE
158,158,2.8481864442766907,2025-05-29 23:31:24.717950,2025-05-29 23:31:25.840452,0 days 00:00:01.122502,910.0,24m,3.4000000000000004,-1.0,350.0,520.0,3m,0.30000000000000004,-2.7,740.0,680.0,39m,0.2,-0.7999999999999998,930.0,,,,,,420.0,58m,2.7,-1.4,40.0,390,15m,0.30000000000000004,-2.9,700,780,31m,3.0,-2.7,620,,,,,,60.0,30m,1.5,-0.19999999999999973,700.0,210.0,41m,0.0,-1.5,130.0,4,COMPLETE
159,159,-0.2809980215297939,2025-05-29 23:31:25.848117,2025-05-29 23:31:26.977475,0 days 00:00:01.129358,920.0,11m,3.5,-0.8999999999999999,450.0,670.0,3m,0.30000000000000004,-2.7,730.0,680.0,39m,0.2,-1.0,990.0,,,,,,420.0,58m,3.1,-1.4,160.0,410,15m,0.30000000000000004,-2.9,700,850,38m,2.8000000000000003,-2.7,630,,,,,,60.0,55m,1.6,-0.5,700.0,170.0,52m,0.0,-1.7999999999999998,140.0,4,COMPLETE
160,160,-0.7260169592916128,2025-05-29 23:31:26.995299,2025-05-29 23:31:28.133543,0 days 00:00:01.138244,900.0,24m,3.0,-1.4,430.0,430.0,28m,0.4,-2.5,710.0,740.0,39m,0.4,-0.6999999999999997,960.0,,,,,,380.0,58m,2.5,-1.5999999999999999,130.0,390,15m,0.30000000000000004,-3.1,740,540,55m,2.9000000000000004,-2.7,590,,,,,,30.0,30m,1.1,-0.2999999999999998,610.0,270.0,41m,0.30000000000000004,-1.5,90.0,4,COMPLETE
161,161,2.1754535790624665,2025-05-29 23:31:28.133543,2025-05-29 23:31:29.274197,0 days 00:00:01.140654,970.0,34m,3.4000000000000004,-1.1999999999999997,280.0,530.0,3m,0.2,-3.3,750.0,780.0,36m,0.2,-1.0999999999999996,930.0,,,,,,460.0,56m,2.7,-1.5,40.0,520,36m,0.4,-2.7,730,490,42m,3.1,-1.7,620,,,,,,320.0,30m,1.5,-0.3999999999999999,690.0,200.0,43m,0.4,-1.9,230.0,4,COMPLETE
162,162,-3.354578120445639,2025-05-29 23:31:29.279749,2025-05-29 23:31:30.385481,0 days 00:00:01.105732,870.0,15m,3.2,-0.6999999999999997,480.0,600.0,27m,0.30000000000000004,-2.9,810.0,690.0,17m,0.30000000000000004,-0.7999999999999998,1000.0,,,,,,500.0,11m,2.8000000000000003,-1.0,490.0,460,25m,0.2,-2.4,660,930,6m,3.3000000000000003,-2.5,650,,,,,,150.0,27m,1.3,-0.19999999999999973,540.0,220.0,33m,0.2,-1.5999999999999999,120.0,4,COMPLETE
163,163,1.4708368965092709,2025-05-29 23:31:30.394121,2025-05-29 23:31:31.478613,0 days 00:00:01.084492,830.0,30m,3.3000000000000003,-3.3,350.0,410.0,44m,0.2,-2.7,870.0,720.0,58m,0.1,-0.5999999999999996,890.0,,,,,,340.0,49m,2.6,-1.2999999999999998,40.0,370,52m,0.6000000000000001,-3.0,890,790,31m,3.0,-2.9,520,,,,,,120.0,5m,1.4000000000000001,-0.09999999999999964,660.0,310.0,27m,0.0,-1.2999999999999998,350.0,4,COMPLETE
164,164,0.7426800591440776,2025-05-29 23:31:31.490169,2025-05-29 23:31:32.611808,0 days 00:00:01.121639,880.0,7m,3.3000000000000003,-1.0,380.0,510.0,56m,0.0,-2.8,770.0,760.0,2m,0.0,-0.7999999999999998,920.0,,,,,,360.0,49m,2.5,-1.1999999999999997,10.0,350,46m,0.8,-2.8,810,770,14m,2.9000000000000004,-2.8,300,,,,,,210.0,13m,1.5,-0.09999999999999964,770.0,290.0,40m,0.1,-1.5,60.0,4,COMPLETE
165,165,-2.8513556437471945,2025-05-29 23:31:32.617213,2025-05-29 23:31:33.721378,0 days 00:00:01.104165,850.0,25m,3.5,-1.0999999999999996,320.0,360.0,26m,0.5,-2.9,800.0,730.0,20m,1.4000000000000001,-0.5,970.0,,,,,,430.0,7m,2.9000000000000004,-1.5999999999999999,80.0,430,54m,0.5,-2.6,840,830,57m,3.0,-3.0,410,,,,,,180.0,37m,1.4000000000000001,-0.19999999999999973,800.0,240.0,5m,0.2,-1.4,280.0,4,COMPLETE
166,166,-2.9253669083303984,2025-05-29 23:31:33.732625,2025-05-29 23:31:34.814668,0 days 00:00:01.082043,910.0,35m,3.2,-1.1999999999999997,410.0,450.0,35m,0.1,-2.7,830.0,700.0,18m,0.6000000000000001,-1.0,830.0,,,,,,390.0,45m,2.3000000000000003,-1.0,50.0,190,55m,0.7000000000000001,-2.9,770,650,31m,3.2,-2.6,690,,,,,,130.0,57m,1.6,-0.2999999999999998,630.0,480.0,40m,0.1,-1.7,460.0,4,COMPLETE
167,167,2.5313070646055666,2025-05-29 23:31:34.814668,2025-05-29 23:31:35.893594,0 days 00:00:01.078926,820.0,57m,3.4000000000000004,-1.0,580.0,390.0,32m,0.30000000000000004,-2.8,780.0,670.0,38m,0.5,-0.6999999999999997,940.0,,,,,,400.0,49m,2.0,-3.5,740.0,240,15m,1.0,-2.6,870,750,33m,3.1,-2.8,370,,,,,,870.0,53m,1.2000000000000002,0.0,710.0,430.0,41m,2.2,-1.5999999999999999,240.0,4,COMPLETE
168,168,0.43397490371353503,2025-05-29 23:31:35.898995,2025-05-29 23:31:37.055149,0 days 00:00:01.156154,940.0,24m,3.1,-0.8999999999999999,390.0,340.0,18m,0.2,-3.0,740.0,800.0,3m,0.2,-0.8999999999999999,880.0,,,,,,650.0,31m,2.4000000000000004,-1.2999999999999998,30.0,330,31m,2.3000000000000003,-2.7,820,670,41m,2.8000000000000003,-3.1,330,,,,,,240.0,16m,1.4000000000000001,-0.19999999999999973,440.0,130.0,41m,0.4,-1.7999999999999998,340.0,4,COMPLETE
169,169,-2.2360620624882492,2025-05-29 23:31:37.065261,2025-05-29 23:31:38.270976,0 days 00:00:01.205715,860.0,47m,0.8,-0.7999999999999998,340.0,420.0,7m,0.4,-2.6,840.0,750.0,55m,0.4,-0.5999999999999996,910.0,,,,,,450.0,54m,2.7,-1.0999999999999996,700.0,310,3m,0.6000000000000001,-2.8,780,700,10m,2.7,-2.7,360,,,,,,90.0,23m,1.3,0.0,490.0,260.0,24m,0.30000000000000004,-0.5999999999999996,310.0,4,COMPLETE
170,170,0.8659062615669474,2025-05-29 23:31:38.281079,2025-05-29 23:31:39.491199,0 days 00:00:01.210120,890.0,16m,3.3000000000000003,-1.0999999999999996,430.0,460.0,21m,2.1,-2.4,700.0,640.0,57m,2.5,-1.5999999999999999,940.0,,,,,,420.0,5m,2.6,-0.8999999999999999,100.0,360,34m,0.1,-2.5,790,630,52m,2.9000000000000004,-1.4,390,,,,,,160.0,15m,1.7000000000000002,-0.09999999999999964,740.0,320.0,47m,0.0,-2.0,190.0,4,COMPLETE
171,171,2.0461896595412625,2025-05-29 23:31:39.494840,2025-05-29 23:31:40.665478,0 days 00:00:01.170638,800.0,13m,3.4000000000000004,-1.2999999999999998,550.0,290.0,31m,0.0,-3.1,860.0,610.0,50m,2.3000000000000003,-0.7999999999999998,900.0,,,,,,360.0,42m,2.2,-1.4,60.0,400,27m,2.7,-2.9,690,590,27m,3.0,-2.9,550,,,,,,950.0,4m,1.5,-0.2999999999999998,670.0,350.0,37m,0.2,-1.5,270.0,4,COMPLETE
172,172,0.15031728836527564,2025-05-29 23:31:40.682586,2025-05-29 23:31:41.866883,0 days 00:00:01.184297,830.0,17m,3.2,-0.5999999999999996,360.0,780.0,16m,0.1,-0.3999999999999999,820.0,780.0,43m,0.30000000000000004,-0.3999999999999999,970.0,,,,,,410.0,32m,2.5,-1.1999999999999997,520.0,290,49m,0.8,-2.7,750,670,5m,2.6,-2.6,280,,,,,,190.0,57m,1.1,-0.09999999999999964,590.0,570.0,15m,0.5,-1.5999999999999999,220.0,4,COMPLETE
173,173,2.2063815331454353,2025-05-29 23:31:41.877141,2025-05-29 23:31:43.070021,0 days 00:00:01.192880,100.0,57m,3.4000000000000004,-1.0,590.0,390.0,32m,0.30000000000000004,-2.8,780.0,660.0,38m,0.5,-0.6999999999999997,940.0,,,,,,390.0,49m,1.7000000000000002,-2.9,740.0,240,15m,1.0,-2.6,860,740,33m,3.1,-2.8,370,,,,,,830.0,53m,1.2000000000000002,0.0,710.0,430.0,41m,2.2,-1.5999999999999999,250.0,4,COMPLETE
174,174,1.84111129182841,2025-05-29 23:31:43.080257,2025-05-29 23:31:44.309323,0 days 00:00:01.229066,820.0,23m,3.4000000000000004,-1.0,570.0,370.0,43m,0.30000000000000004,-2.9,790.0,680.0,38m,0.4,-0.6999999999999997,950.0,,,,,,440.0,49m,1.9000000000000001,-1.0,790.0,170,2m,0.9,-2.6,900,740,12m,3.2,-2.8,340,,,,,,20.0,53m,1.0,-0.19999999999999973,720.0,520.0,41m,2.3000000000000003,-1.7,240.0,4,COMPLETE
175,175,0.3496274610005716,2025-05-29 23:31:44.317049,2025-05-29 23:31:45.508910,0 days 00:00:01.191861,850.0,57m,3.5,-1.1999999999999997,460.0,400.0,32m,0.2,-2.8,760.0,730.0,59m,0.1,-0.8999999999999999,920.0,,,,,,400.0,4m,2.1,-3.2,720.0,210,15m,0.6000000000000001,-2.8,870,780,50m,3.0,-3.2,310,,,,,,750.0,1m,1.2000000000000002,0.0,700.0,390.0,19m,2.2,-1.4,290.0,4,COMPLETE
176,176,-2.363825380117477,2025-05-29 23:31:45.516977,2025-05-29 23:31:46.700786,0 days 00:00:01.183809,760.0,31m,3.3000000000000003,-0.7999999999999998,620.0,430.0,59m,0.4,-2.7,810.0,710.0,26m,0.7000000000000001,-0.7999999999999998,880.0,,,,,,340.0,51m,1.6,-2.4,10.0,380,48m,1.2000000000000002,-2.5,840,800,31m,3.1,-2.7,400,,,,,,140.0,45m,1.4000000000000001,-0.09999999999999964,680.0,440.0,51m,2.5,-1.2999999999999998,220.0,4,COMPLETE
177,177,2.602834663754266,2025-05-29 23:31:46.702797,2025-05-29 23:31:47.911662,0 days 00:00:01.208865,890.0,16m,3.3000000000000003,-1.0999999999999996,410.0,720.0,49m,2.0,-2.9,740.0,950.0,35m,0.2,-0.5999999999999996,930.0,,,,,,370.0,49m,2.3000000000000003,-1.0999999999999996,770.0,250,15m,1.0,-2.6,920,640,56m,2.8000000000000003,-3.0,430,,,,,,110.0,54m,1.3,-0.8999999999999999,620.0,480.0,36m,1.6,-1.5,260.0,4,COMPLETE
178,178,-0.15717142662613326,2025-05-29 23:31:47.921893,2025-05-29 23:31:49.103284,0 days 00:00:01.181391,900.0,16m,3.2,-1.2999999999999998,410.0,720.0,49m,2.0,-3.0,680.0,970.0,35m,0.2,-0.2999999999999998,860.0,,,,,,310.0,47m,2.3000000000000003,-1.0999999999999996,820.0,340,22m,0.7000000000000001,-2.4,930,560,14m,2.8000000000000003,-3.1,430,,,,,,80.0,54m,1.3,-0.6999999999999997,620.0,470.0,36m,1.5,-1.0999999999999996,640.0,4,COMPLETE
179,179,,2025-05-29 23:31:49.103284,2025-05-29 23:31:50.265261,0 days 00:00:01.161977,870.0,27m,2.6,-1.1999999999999997,380.0,690.0,35m,2.0,-2.6,720.0,900.0,28m,0.30000000000000004,-0.5999999999999996,900.0,,,,,,370.0,22m,2.4000000000000004,-0.8999999999999999,600.0,260,59m,0.7000000000000001,-2.7,810,620,44m,2.9000000000000004,-2.9,480,,,,,,50.0,52m,1.5,-0.19999999999999973,640.0,510.0,36m,1.3,-1.5,320.0,4,FAIL
180,180,1.4187488230725995,2025-05-29 23:31:50.265261,2025-05-29 23:31:51.453387,0 days 00:00:01.188126,870.0,33m,3.0,-1.1999999999999997,380.0,730.0,45m,2.2,-2.6,720.0,950.0,35m,0.30000000000000004,-1.0,910.0,,,,,,370.0,14m,2.4000000000000004,-0.8999999999999999,810.0,260,15m,0.5,-2.7,800,620,56m,2.9000000000000004,-3.0,460,,,,,,60.0,52m,1.5,-1.0999999999999996,650.0,270.0,32m,1.9000000000000001,-1.5,260.0,4,COMPLETE
181,181,-0.23250148971390028,2025-05-29 23:31:51.463884,2025-05-29 23:31:52.580911,0 days 00:00:01.117027,920.0,20m,2.6,-1.0999999999999996,440.0,480.0,22m,1.9000000000000001,-2.9,740.0,840.0,16m,0.1,-0.5,980.0,,,,,,620.0,22m,3.4000000000000004,-1.1999999999999997,770.0,420,59m,0.9,-2.8,830,640,56m,2.7,-2.9,480,,,,,,100.0,28m,1.4000000000000001,-0.3999999999999999,560.0,510.0,36m,1.6,-1.7999999999999998,320.0,4,COMPLETE
182,182,2.03955291463068,2025-05-29 23:31:52.598953,2025-05-29 23:31:53.034166,0 days 00:00:00.435213,,,,,,,,,,,,,,,,,,,,,,,,,,300,15m,0.7000000000000001,-3.0,910,600,16m,2.9000000000000004,-2.5,650,,,,,,,,,,,,,,,,1,COMPLETE
183,183,-0.1909880504886824,2025-05-29 23:31:53.034166,2025-05-29 23:31:54.132322,0 days 00:00:01.098156,880.0,27m,3.3000000000000003,-1.4,500.0,690.0,49m,2.0,-2.7,840.0,760.0,53m,0.2,-0.5999999999999996,960.0,,,,,,480.0,49m,2.4000000000000004,-1.2999999999999998,590.0,390,15m,1.3,-2.9,760,650,36m,2.8000000000000003,-1.9,730,,,,,,350.0,54m,1.3,-1.0,640.0,190.0,56m,1.4000000000000001,-1.9,420.0,4,COMPLETE
184,184,2.163550885670565,2025-05-29 23:31:54.140508,2025-05-29 23:31:55.285639,0 days 00:00:01.145131,840.0,16m,3.4000000000000004,-1.0,400.0,400.0,44m,0.1,-2.8,770.0,580.0,15m,0.4,-0.6999999999999997,930.0,,,,,,420.0,49m,2.2,-0.6999999999999997,670.0,240,15m,1.1,-2.5,880,670,44m,3.0,-2.8,350,,,,,,940.0,26m,1.1,0.0,610.0,290.0,41m,1.7000000000000002,-1.5999999999999999,290.0,4,COMPLETE
185,185,-0.26298021675636873,2025-05-29 23:31:55.301631,2025-05-29 23:31:56.446623,0 days 00:00:01.144992,810.0,45m,3.5,-0.8999999999999999,520.0,350.0,35m,0.30000000000000004,-2.8,790.0,690.0,6m,0.5,-0.7999999999999998,940.0,,,,,,380.0,49m,2.0,-3.5,750.0,220,14m,1.0,-2.6,860,710,33m,2.7,-2.7,380,,,,,,130.0,57m,1.2000000000000002,-0.8999999999999999,690.0,420.0,54m,0.1,-1.7,240.0,4,COMPLETE
186,186,-3.668841671163804,2025-05-29 23:31:56.462434,2025-05-29 23:31:57.622924,0 days 00:00:01.160490,860.0,29m,3.3000000000000003,-1.0999999999999996,420.0,440.0,46m,0.5,-2.9,750.0,670.0,57m,0.0,-0.6999999999999997,890.0,,,,,,410.0,23m,2.3000000000000003,-1.0999999999999996,700.0,360,57m,0.8,-2.7,820,620,14m,2.5,-2.9,400,,,,,,160.0,40m,1.4000000000000001,-0.19999999999999973,770.0,480.0,26m,0.2,-1.5,210.0,4,COMPLETE
187,187,0.3099924917944595,2025-05-29 23:31:57.622924,2025-05-29 23:31:58.787012,0 days 00:00:01.164088,900.0,2m,3.2,-1.1999999999999997,450.0,750.0,40m,1.8,-2.9,810.0,930.0,57m,0.30000000000000004,-0.8999999999999999,920.0,,,,,,350.0,49m,2.5,-2.2,30.0,250,10m,1.0,-2.6,60,570,21m,3.1,-2.8,440,,,,,,120.0,8m,1.0,-0.2999999999999998,580.0,250.0,41m,0.30000000000000004,-1.5999999999999999,520.0,4,COMPLETE
188,188,-0.6901996067146561,2025-05-29 23:31:58.809192,2025-05-29 23:31:59.985947,0 days 00:00:01.176755,940.0,16m,0.7000000000000001,-1.0,580.0,410.0,39m,0.2,-3.0,890.0,720.0,54m,1.1,-0.5999999999999996,950.0,,,,,,650.0,26m,2.0,-1.7999999999999998,70.0,270,15m,0.8,-2.8,950,820,19m,3.4000000000000004,-3.0,360,,,,,,180.0,57m,1.6,-0.19999999999999973,670.0,310.0,28m,2.4000000000000004,-1.7,260.0,4,COMPLETE
189,189,0.07606416049508763,2025-05-29 23:31:59.985947,2025-05-29 23:32:01.191094,0 days 00:00:01.205147,830.0,44m,3.4000000000000004,-1.0999999999999996,390.0,370.0,6m,0.1,-1.4,780.0,530.0,24m,0.1,-0.6999999999999997,980.0,,,,,,440.0,8m,1.8,-1.0,50.0,320,29m,0.6000000000000001,-2.3,840,690,7m,2.9000000000000004,-2.6,420,,,,,,480.0,34m,1.5,-0.09999999999999964,50.0,280.0,57m,1.6,-1.4,290.0,4,COMPLETE
190,190,-1.999218491165843,2025-05-29 23:32:01.195116,2025-05-29 23:32:02.390196,0 days 00:00:01.195080,780.0,35m,3.1,-1.2999999999999998,430.0,700.0,35m,2.3000000000000003,-2.6,820.0,630.0,8m,2.4000000000000004,-1.5,900.0,,,,,,400.0,35m,3.2,-1.0999999999999996,760.0,440,35m,0.4,-2.6,890,650,14m,3.0,-2.7,330,,,,,,80.0,47m,1.3,-0.09999999999999964,520.0,550.0,2m,0.0,-1.5999999999999999,560.0,4,COMPLETE
191,191,2.939676811985628,2025-05-29 23:32:02.390196,2025-05-29 23:32:03.548044,0 days 00:00:01.157848,210.0,32m,3.3000000000000003,-0.8999999999999999,480.0,380.0,29m,1.9000000000000001,-2.7,720.0,740.0,42m,0.30000000000000004,-0.5,930.0,,,,,,460.0,15m,2.6,-0.7999999999999998,720.0,350,37m,0.6000000000000001,-2.4,800,750,23m,2.8000000000000003,-3.3,500,,,,,,100.0,33m,1.2000000000000002,0.0,400.0,330.0,46m,0.1,-1.5,240.0,4,COMPLETE
192,192,-3.896926421014479,2025-05-29 23:32:03.548044,2025-05-29 23:32:04.732090,0 days 00:00:01.184046,230.0,50m,3.2,-0.8999999999999999,460.0,420.0,50m,1.9000000000000001,-2.7,710.0,440.0,28m,0.30000000000000004,-1.2999999999999998,870.0,,,,,,470.0,15m,2.6,-0.7999999999999998,460.0,350,28m,0.6000000000000001,-2.4,800,600,4m,2.8000000000000003,-3.2,520,,,,,,100.0,21m,1.5,-0.2999999999999998,400.0,330.0,46m,1.3,-1.5,310.0,4,COMPLETE
193,193,0.34883040621919537,2025-05-29 23:32:04.741627,2025-05-29 23:32:05.963095,0 days 00:00:01.221468,60.0,16m,3.3000000000000003,-1.1999999999999997,490.0,340.0,2m,1.8,-2.5,670.0,740.0,42m,2.3000000000000003,-0.2999999999999998,840.0,,,,,,590.0,15m,2.7,-0.5999999999999996,10.0,380,37m,0.5,-2.3,720,680,23m,2.6,-1.5999999999999999,490,,,,,,150.0,33m,1.3,-0.19999999999999973,390.0,360.0,46m,0.1,-1.7999999999999998,270.0,4,COMPLETE
194,194,-1.8437253614238605,2025-05-29 23:32:05.970884,2025-05-29 23:32:07.162816,0 days 00:00:01.191932,200.0,37m,3.4000000000000004,-1.0,530.0,380.0,29m,2.0,-2.8,730.0,700.0,5m,0.2,-0.5,930.0,,,,,,430.0,33m,2.4000000000000004,-0.8999999999999999,690.0,400,38m,0.7000000000000001,-2.5,820,760,23m,2.9000000000000004,-3.3,680,,,,,,50.0,33m,1.2000000000000002,0.0,630.0,300.0,25m,0.30000000000000004,-1.4,240.0,4,COMPLETE
195,195,-0.5703584349000054,2025-05-29 23:32:07.178686,2025-05-29 23:32:08.303870,0 days 00:00:01.125184,880.0,32m,3.3000000000000003,-1.0999999999999996,550.0,400.0,14m,2.1,-2.7,760.0,750.0,42m,0.4,-0.3999999999999999,940.0,,,,,,450.0,36m,2.5,-1.0,720.0,330,37m,0.8,-2.7,400,710,39m,2.7,-2.7,600,,,,,,110.0,24m,0.9,0.0,460.0,10.0,11m,0.2,-1.7,250.0,4,COMPLETE
196,196,1.5194883074965224,2025-05-29 23:32:08.303870,2025-05-29 23:32:09.560238,0 days 00:00:01.256368,840.0,55m,3.5,-0.7999999999999998,480.0,380.0,41m,0.2,-2.8,800.0,770.0,57m,0.6000000000000001,-0.7999999999999998,960.0,,,,,,370.0,9m,2.6,-1.0999999999999996,730.0,370,43m,1.1,-2.7,850,740,9m,2.8000000000000003,-3.4,500,,,,,,140.0,17m,1.1,-0.09999999999999964,420.0,450.0,38m,0.0,-1.5999999999999999,230.0,4,COMPLETE
197,197,-1.5443192420417828,2025-05-29 23:32:09.566851,2025-05-29 23:32:10.746954,0 days 00:00:01.180103,270.0,32m,3.2,-1.0999999999999996,370.0,800.0,29m,0.30000000000000004,-2.6,850.0,720.0,39m,0.5,-0.5999999999999996,910.0,,,,,,400.0,49m,2.8000000000000003,-1.1999999999999997,30.0,280,41m,0.7000000000000001,-2.2,780,630,51m,3.0,-2.8,10,,,,,,830.0,3m,1.4000000000000001,-0.09999999999999964,720.0,500.0,4m,0.2,-1.9,280.0,4,COMPLETE
198,198,-2.3843289253231514,2025-05-29 23:32:10.757006,2025-05-29 23:32:11.935807,0 days 00:00:01.178801,860.0,12m,3.4000000000000004,-0.8999999999999999,400.0,450.0,30m,0.0,-2.9,780.0,740.0,1m,0.30000000000000004,-0.7999999999999998,890.0,,,,,,710.0,1m,2.3000000000000003,-1.0,560.0,350,15m,0.9,-2.8,870,120,59m,2.9000000000000004,-3.4,620,,,,,,440.0,9m,1.3,0.0,650.0,220.0,34m,2.3000000000000003,-1.5,170.0,4,COMPLETE
199,199,-6.794166327843207,2025-05-29 23:32:11.944060,2025-05-29 23:32:13.147104,0 days 00:00:01.203044,910.0,26m,3.3000000000000003,-1.1999999999999997,420.0,360.0,23m,0.4,-3.1,740.0,800.0,57m,0.2,-0.5,1000.0,,,,,,420.0,24m,2.7,-1.5,650.0,410,23m,0.5,-2.5,820,650,14m,3.1,-2.9,370,,,,,,330.0,29m,1.2000000000000002,-0.19999999999999973,740.0,260.0,18m,0.1,-1.2999999999999998,330.0,4,COMPLETE
