,number,value,datetime_start,datetime_complete,duration,params_ADI_VRSK_beta_win,params_ADI_VRSK_trade_freq,params_ADI_VRSK_z_entry,params_ADI_VRSK_z_exit,params_ADI_VRSK_z_win,params_ADP_EXPE_beta_win,params_ADP_EXPE_trade_freq,params_ADP_EXPE_z_entry,params_ADP_EXPE_z_exit,params_ADP_EXPE_z_win,params_AMAT_HOLX_beta_win,params_AMAT_HOLX_trade_freq,params_AMAT_HOLX_z_entry,params_AMAT_HOLX_z_exit,params_AMAT_HOLX_z_win,params_AMZN_IDXX_beta_win,params_AMZN_IDXX_trade_freq,params_AMZN_IDXX_z_entry,params_AMZN_IDXX_z_exit,params_AMZN_IDXX_z_win,params_ATVI_EA_beta_win,params_ATVI_EA_trade_freq,params_ATVI_EA_z_entry,params_ATVI_EA_z_exit,params_ATVI_EA_z_win,params_BIIB_MXIM_beta_win,params_BIIB_MXIM_trade_freq,params_BIIB_MXIM_z_entry,params_BIIB_MXIM_z_exit,params_BIIB_MXIM_z_win,params_CELG_HOLX_beta_win,params_CELG_HOLX_trade_freq,params_CELG_HOLX_z_entry,params_CELG_HOLX_z_exit,params_CELG_HOLX_z_win,params_HOLX_MELI_beta_win,params_HOLX_MELI_trade_freq,params_HOLX_MELI_z_entry,params_HOLX_MELI_z_exit,params_HOLX_MELI_z_win,params_NFLX_BMRN_beta_win,params_NFLX_BMRN_trade_freq,params_NFLX_BMRN_z_entry,params_NFLX_BMRN_z_exit,params_NFLX_BMRN_z_win,params_PAYX_EXPE_beta_win,params_PAYX_EXPE_trade_freq,params_PAYX_EXPE_z_entry,params_PAYX_EXPE_z_exit,params_PAYX_EXPE_z_win,params_TSLA_ATVI_beta_win,params_TSLA_ATVI_trade_freq,params_TSLA_ATVI_z_entry,params_TSLA_ATVI_z_exit,params_TSLA_ATVI_z_win,params_TSLA_EA_beta_win,params_TSLA_EA_trade_freq,params_TSLA_EA_z_entry,params_TSLA_EA_z_exit,params_TSLA_EA_z_win,params_TSLA_TTWO_beta_win,params_TSLA_TTWO_trade_freq,params_TSLA_TTWO_z_entry,params_TSLA_TTWO_z_exit,params_TSLA_TTWO_z_win,params_VOD_HOLX_beta_win,params_VOD_HOLX_trade_freq,params_VOD_HOLX_z_entry,params_VOD_HOLX_z_exit,params_VOD_HOLX_z_win,params_WDC_HSIC_beta_win,params_WDC_HSIC_trade_freq,params_WDC_HSIC_z_entry,params_WDC_HSIC_z_exit,params_WDC_HSIC_z_win,params_pairs_to_trade,state
121,121,,2025-05-29 23:26:45.987131,2025-05-29 23:26:47.063935,0 days 00:00:01.076804,,,,,,460.0,27m,1.3,-2.5,360.0,,,,,,710.0,36m,2.6,-0.3999999999999999,140.0,650.0,24m,2.5,-1.4,580.0,,,,,,,,,,,840.0,25m,1.7000000000000002,-0.6999999999999997,940.0,920,9m,1.3,-1.0,580,150,44m,3.2,-1.5,870,,,,,,990.0,7m,1.9000000000000001,-1.4,460.0,,,,,,510,56m,3.2,-1.4,250,670.0,54m,1.0,-2.0,580.0,3,FAIL
122,122,0.24938347099909336,2025-05-29 23:26:47.072017,2025-05-29 23:26:48.114983,0 days 00:00:01.042966,,,,,,470.0,12m,1.2000000000000002,-2.5,350.0,,,,,,770.0,33m,2.4000000000000004,-0.3999999999999999,160.0,650.0,10m,2.9000000000000004,-1.5,620.0,,,,,,,,,,,880.0,7m,1.7000000000000002,-0.5,900.0,440,57m,1.3,-1.0,940,140,44m,3.2,-1.5,870,,,,,,820.0,7m,2.0,-1.1999999999999997,480.0,,,,,,330,56m,3.2,-1.4,270,740.0,17m,0.8,-2.0,590.0,3,COMPLETE
123,123,5.354206097225266,2025-05-29 23:26:48.125324,2025-05-29 23:26:49.192373,0 days 00:00:01.067049,,,,,,390.0,27m,1.1,-2.6,390.0,,,,,,700.0,48m,2.9000000000000004,-0.2999999999999998,130.0,310.0,24m,2.5,-1.5,570.0,,,,,,,,,,,840.0,25m,1.4000000000000001,-0.6999999999999997,490.0,480,9m,1.5,-0.6999999999999997,540,160,54m,3.3000000000000003,-1.4,640,,,,,,740.0,31m,1.9000000000000001,-1.0999999999999996,420.0,,,,,,550,56m,3.1,-1.0999999999999996,270,680.0,48m,1.0,-1.9,560.0,3,COMPLETE
124,124,-0.2023234869753954,2025-05-29 23:26:49.202631,2025-05-29 23:26:50.219361,0 days 00:00:01.016730,,,,,,430.0,27m,1.3,-2.6,260.0,,,,,,700.0,48m,2.6,-0.19999999999999973,50.0,740.0,28m,2.8000000000000003,-1.5,570.0,,,,,,,,,,,850.0,25m,0.9,-0.7999999999999998,350.0,930,9m,1.5,-0.7999999999999998,750,190,54m,3.4000000000000004,-1.4,630,,,,,,770.0,31m,1.9000000000000001,-0.6999999999999997,410.0,,,,,,550,56m,3.1,-1.4,290,600.0,11m,1.0,-1.7999999999999998,500.0,3,COMPLETE
125,125,5.338727274138933,2025-05-29 23:26:50.227460,2025-05-29 23:26:51.265315,0 days 00:00:01.037855,,,,,,350.0,27m,1.1,-2.7,390.0,,,,,,630.0,27m,2.1,-0.09999999999999964,140.0,700.0,24m,2.7,-1.7,660.0,,,,,,,,,,,780.0,25m,1.4000000000000001,-0.6999999999999997,940.0,470,9m,1.2000000000000002,-0.8999999999999999,690,170,54m,3.3000000000000003,-1.1999999999999997,810,,,,,,740.0,42m,1.8,-1.4,350.0,,,,,,470,56m,3.0,-1.0999999999999996,320,670.0,48m,0.7000000000000001,-2.5,550.0,3,COMPLETE
126,126,4.630207465550424,2025-05-29 23:26:51.270964,2025-05-29 23:26:52.287954,0 days 00:00:01.016990,,,,,,290.0,27m,0.9,-2.7,400.0,,,,,,680.0,27m,2.1,-0.09999999999999964,130.0,430.0,24m,2.7,-1.2999999999999998,650.0,,,,,,,,,,,780.0,39m,1.4000000000000001,-0.3999999999999999,950.0,480,9m,1.1,-0.8999999999999999,700,290,54m,3.3000000000000003,-1.1999999999999997,660,,,,,,840.0,42m,1.6,-1.0999999999999996,340.0,,,,,,530,56m,3.0,-0.7999999999999998,260,560.0,21m,0.5,-2.6,550.0,3,COMPLETE
127,127,,2025-05-29 23:26:52.301504,2025-05-29 23:26:53.322123,0 days 00:00:01.020619,,,,,,340.0,27m,0.9,-2.8,390.0,,,,,,680.0,27m,1.8,-0.09999999999999964,80.0,350.0,24m,2.7,-1.4,650.0,,,,,,,,,,,920.0,39m,1.2000000000000002,-0.3999999999999999,980.0,480,48m,1.0,-0.8999999999999999,520,220,35m,3.3000000000000003,-1.1999999999999997,680,,,,,,940.0,42m,1.6,-1.0,320.0,,,,,,520,30m,3.0,-0.3999999999999999,260,670.0,48m,0.6000000000000001,-3.1,540.0,3,FAIL
128,128,,2025-05-29 23:26:53.329147,2025-05-29 23:26:54.276852,0 days 00:00:00.947705,,,,,,380.0,27m,0.8,-2.8,390.0,,,,,,680.0,27m,1.9000000000000001,-0.09999999999999964,130.0,570.0,24m,2.7,-1.4,660.0,,,,,,,,,,,500.0,25m,1.2000000000000002,-0.3999999999999999,950.0,470,48m,1.0,-0.8999999999999999,700,210,35m,3.3000000000000003,-1.0999999999999996,670,,,,,,970.0,42m,1.6,-1.0,290.0,,,,,,500,56m,3.0,-0.7999999999999998,260,660.0,48m,0.30000000000000004,-2.5,540.0,3,FAIL
129,129,,2025-05-29 23:26:54.286088,2025-05-29 23:26:55.346801,0 days 00:00:01.060713,,,,,,340.0,27m,0.9,-2.7,400.0,,,,,,700.0,27m,2.1,-0.09999999999999964,130.0,400.0,24m,2.7,-1.5999999999999999,660.0,,,,,,,,,,,920.0,39m,1.2000000000000002,-0.2999999999999998,960.0,470,16m,1.0,-0.8999999999999999,710,290,44m,3.3000000000000003,-1.0999999999999996,670,,,,,,840.0,42m,1.6,-1.1999999999999997,310.0,,,,,,510,56m,3.0,-0.5,260,570.0,48m,0.5,-3.1,530.0,3,FAIL
130,130,,2025-05-29 23:26:55.352734,2025-05-29 23:26:56.428950,0 days 00:00:01.076216,,,,,,340.0,27m,0.9,-2.8,390.0,,,,,,840.0,27m,1.9000000000000001,-0.09999999999999964,130.0,320.0,24m,2.7,-1.4,680.0,,,,,,,,,,,920.0,15m,1.2000000000000002,-0.3999999999999999,860.0,530,29m,1.0,-1.0999999999999996,690,290,35m,3.3000000000000003,-1.0999999999999996,640,,,,,,990.0,27m,1.6,-1.0999999999999996,280.0,,,,,,460,56m,3.0,-1.0999999999999996,260,680.0,48m,0.6000000000000001,-3.1,540.0,3,FAIL
131,131,,2025-05-29 23:26:56.442216,2025-05-29 23:26:57.447668,0 days 00:00:01.005452,,,,,,300.0,27m,0.9,-2.8,400.0,,,,,,810.0,27m,1.7000000000000002,-0.09999999999999964,130.0,400.0,24m,2.7,-1.4,680.0,,,,,,,,,,,490.0,25m,1.2000000000000002,-0.5,970.0,520,40m,1.0,-0.8999999999999999,580,280,20m,3.3000000000000003,-1.0999999999999996,640,,,,,,990.0,42m,1.6,-1.0,370.0,,,,,,520,56m,3.0,-0.5,260,690.0,21m,0.4,-3.2,540.0,3,FAIL
132,132,0.6332224728021133,2025-05-29 23:26:57.455802,2025-05-29 23:26:58.457195,0 days 00:00:01.001393,,,,,,380.0,27m,0.9,-2.8,400.0,,,,,,670.0,27m,1.9000000000000001,-0.09999999999999964,80.0,430.0,24m,2.7,-1.7999999999999998,660.0,,,,,,,,,,,490.0,23m,1.2000000000000002,-0.3999999999999999,950.0,520,29m,1.0,-0.8999999999999999,660,230,12m,3.3000000000000003,-1.0999999999999996,680,,,,,,1000.0,10m,1.6,-1.0,320.0,,,,,,510,56m,3.0,-0.5,260,570.0,21m,0.4,-2.7,540.0,3,COMPLETE
133,133,,2025-05-29 23:26:58.461720,2025-05-29 23:26:59.451645,0 days 00:00:00.989925,,,,,,290.0,34m,1.4000000000000001,-2.7,330.0,,,,,,790.0,27m,2.1,0.0,120.0,320.0,8m,3.1,-1.4,740.0,,,,,,,,,,,900.0,25m,1.4000000000000001,-0.19999999999999973,860.0,490,16m,1.1,-1.0999999999999996,680,290,35m,3.5,-1.1999999999999997,680,,,,,,860.0,42m,1.5,-1.0999999999999996,210.0,,,,,,540,56m,2.9000000000000004,-0.2999999999999998,320,500.0,57m,0.6000000000000001,-3.0,450.0,3,FAIL
134,134,,2025-05-29 23:26:59.454272,2025-05-29 23:27:00.435948,0 days 00:00:00.981676,,,,,,290.0,27m,3.5,-2.7,330.0,,,,,,820.0,30m,2.1,0.0,140.0,300.0,8m,2.5,-1.4,690.0,,,,,,,,,,,910.0,25m,1.4000000000000001,-0.2999999999999998,960.0,480,16m,1.1,-1.0999999999999996,690,290,44m,3.4000000000000004,-1.1999999999999997,710,,,,,,900.0,21m,1.4000000000000001,-1.0999999999999996,390.0,,,,,,470,56m,2.8000000000000003,-0.5999999999999996,230,670.0,48m,0.7000000000000001,-2.9,470.0,3,FAIL
135,135,,2025-05-29 23:27:00.443759,2025-05-29 23:27:01.412877,0 days 00:00:00.969118,,,,,,280.0,27m,1.4000000000000001,-2.7,380.0,,,,,,820.0,27m,1.7000000000000002,0.0,130.0,310.0,24m,2.5,-1.4,580.0,,,,,,,,,,,670.0,25m,1.4000000000000001,-0.19999999999999973,880.0,480,16m,1.1,-1.0,510,210,35m,3.4000000000000004,-1.1999999999999997,640,,,,,,920.0,56m,1.4000000000000001,-1.0999999999999996,230.0,,,,,,570,56m,2.9000000000000004,-0.5999999999999996,310,510.0,21m,0.7000000000000001,-2.9,450.0,3,FAIL
136,136,,2025-05-29 23:27:01.419672,2025-05-29 23:27:02.441808,0 days 00:00:01.022136,,,,,,270.0,34m,1.4000000000000001,-2.9,380.0,,,,,,700.0,27m,1.7000000000000002,0.0,130.0,300.0,8m,2.5,-1.2999999999999998,600.0,,,,,,,,,,,910.0,39m,1.1,-0.19999999999999973,870.0,470,48m,1.1,-1.1999999999999997,700,210,44m,3.4000000000000004,-1.1999999999999997,210,,,,,,940.0,42m,1.4000000000000001,-1.0999999999999996,200.0,,,,,,460,56m,2.9000000000000004,-0.5999999999999996,340,500.0,48m,0.7000000000000001,-2.5,490.0,3,FAIL
137,137,-0.3965853428180629,2025-05-29 23:27:02.444841,2025-05-29 23:27:03.468695,0 days 00:00:01.023854,,,,,,300.0,27m,0.8,-2.7,330.0,,,,,,810.0,27m,2.1,0.0,130.0,390.0,12m,2.5,-1.2999999999999998,730.0,,,,,,,,,,,900.0,25m,1.4000000000000001,-0.09999999999999964,1000.0,460,16m,1.1,-1.0999999999999996,520,250,35m,3.4000000000000004,-1.1999999999999997,640,,,,,,950.0,31m,1.4000000000000001,-1.0999999999999996,250.0,,,,,,470,56m,2.9000000000000004,-1.0999999999999996,310,670.0,21m,0.6000000000000001,-2.9,450.0,3,COMPLETE
138,138,3.3741974950167957,2025-05-29 23:27:03.471880,2025-05-29 23:27:04.502103,0 days 00:00:01.030223,,,,,,360.0,34m,1.1,-2.4,380.0,,,,,,710.0,27m,1.7000000000000002,-0.2999999999999998,30.0,290.0,24m,2.9000000000000004,-1.4,600.0,,,,,,,,,,,920.0,25m,1.1,-0.5,880.0,480,9m,1.2000000000000002,-1.2999999999999998,670,90,8m,3.5,-1.1999999999999997,600,,,,,,810.0,42m,1.8,-0.6999999999999997,410.0,,,,,,530,9m,2.7,-0.7999999999999998,240,500.0,48m,0.7000000000000001,-2.4,500.0,3,COMPLETE
139,139,2.9327405633390278,2025-05-29 23:27:04.508618,2025-05-29 23:27:05.483683,0 days 00:00:00.975065,,,,,,340.0,13m,0.9,-2.9,460.0,,,,,,630.0,15m,2.3000000000000003,0.0,120.0,570.0,8m,2.6,-1.1999999999999997,650.0,,,,,,,,,,,780.0,39m,1.3,-0.6999999999999997,930.0,530,9m,1.4000000000000001,-0.8999999999999999,710,210,54m,3.1,-1.2999999999999998,690,,,,,,850.0,42m,1.9000000000000001,-1.4,360.0,,,,,,610,30m,3.0,-0.5999999999999996,330,680.0,47m,0.8,-3.1,570.0,3,COMPLETE
140,140,,2025-05-29 23:27:05.483683,2025-05-29 23:27:06.488202,0 days 00:00:01.004519,,,,,,400.0,40m,1.0,-2.4,420.0,,,,,,730.0,36m,2.1,-0.19999999999999973,140.0,700.0,24m,3.0,-1.5999999999999999,690.0,,,,,,,,,,,800.0,25m,1.4000000000000001,-0.2999999999999998,960.0,430,40m,1.5,-0.7999999999999998,580,180,54m,3.3000000000000003,-1.5999999999999999,800,,,,,,750.0,15m,1.5,-1.5,270.0,,,,,,580,24m,3.1,-0.8999999999999999,280,620.0,48m,0.6000000000000001,-2.6,480.0,3,FAIL
141,141,,2025-05-29 23:27:06.494919,2025-05-29 23:27:07.459517,0 days 00:00:00.964598,,,,,,420.0,55m,1.0,-2.7,510.0,,,,,,740.0,29m,2.1,-0.19999999999999973,90.0,690.0,24m,3.0,-1.5999999999999999,690.0,,,,,,,,,,,800.0,55m,1.0,-0.5999999999999996,970.0,420,32m,1.5,-0.7999999999999998,610,170,54m,3.3000000000000003,-1.5999999999999999,710,,,,,,740.0,28m,1.7000000000000002,-1.1999999999999997,290.0,,,,,,500,21m,3.1,-0.8999999999999999,280,560.0,57m,1.2000000000000002,-2.6,480.0,3,FAIL
142,142,,2025-05-29 23:27:07.468181,2025-05-29 23:27:08.425766,0 days 00:00:00.957585,,,,,,290.0,27m,1.0,-2.7,400.0,,,,,,740.0,29m,2.4000000000000004,-0.19999999999999973,80.0,700.0,24m,3.1,-1.5,690.0,,,,,,,,,,,800.0,15m,1.4000000000000001,-0.5999999999999996,950.0,420,56m,1.2000000000000002,-1.0999999999999996,580,150,54m,3.3000000000000003,-1.5999999999999999,710,,,,,,750.0,14m,1.7000000000000002,-1.5,450.0,,,,,,560,21m,3.1,-1.1999999999999997,370,620.0,48m,0.6000000000000001,-2.6,480.0,3,FAIL
143,143,,2025-05-29 23:27:08.434483,2025-05-29 23:27:09.385950,0 days 00:00:00.951467,,,,,,240.0,27m,1.0,-2.7,510.0,,,,,,760.0,30m,2.1,-0.19999999999999973,80.0,700.0,24m,3.1,-1.5999999999999999,690.0,,,,,,,,,,,800.0,25m,1.5,-0.5999999999999996,850.0,590,40m,1.5,-1.0999999999999996,620,140,54m,3.3000000000000003,-1.2999999999999998,710,,,,,,750.0,27m,1.7000000000000002,-1.5,270.0,,,,,,570,24m,3.1,-0.8999999999999999,370,630.0,48m,0.6000000000000001,-2.3,530.0,3,FAIL
144,144,0.4172795264670764,2025-05-29 23:27:09.394778,2025-05-29 23:27:10.324423,0 days 00:00:00.929645,,,,,,390.0,27m,1.0,-2.7,420.0,,,,,,680.0,36m,2.4000000000000004,-0.19999999999999973,80.0,320.0,14m,3.1,-1.5,680.0,,,,,,,,,,,790.0,25m,1.4000000000000001,-0.2999999999999998,980.0,600,56m,1.5,-1.0999999999999996,550,300,54m,3.3000000000000003,-1.5999999999999999,720,,,,,,750.0,44m,1.5,-1.1999999999999997,250.0,,,,,,560,10m,3.1,-0.8999999999999999,280,700.0,48m,0.6000000000000001,-2.6,480.0,3,COMPLETE
145,145,,2025-05-29 23:27:10.334866,2025-05-29 23:27:11.260747,0 days 00:00:00.925881,,,,,,330.0,40m,1.3,-2.3,300.0,,,,,,750.0,29m,1.9000000000000001,-0.09999999999999964,140.0,700.0,24m,2.7,-1.5999999999999999,590.0,,,,,,,,,,,150.0,55m,1.2000000000000002,-0.5999999999999996,930.0,410,48m,1.3,-0.7999999999999998,700,140,57m,2.9000000000000004,-1.2999999999999998,200,,,,,,840.0,56m,1.7000000000000002,-1.5999999999999999,430.0,,,,,,580,21m,2.8000000000000003,-1.0999999999999996,360,620.0,24m,0.9,-2.5,550.0,3,FAIL
146,146,,2025-05-29 23:27:11.273060,2025-05-29 23:27:12.307692,0 days 00:00:01.034632,,,,,,280.0,42m,1.3,-2.2,510.0,,,,,,600.0,29m,1.9000000000000001,-0.09999999999999964,220.0,260.0,24m,2.7,-1.5999999999999999,590.0,,,,,,,,,,,870.0,55m,1.5,-0.5999999999999996,880.0,480,32m,1.3,-0.7999999999999998,610,150,44m,2.9000000000000004,-1.2999999999999998,790,,,,,,890.0,15m,2.1,-1.5999999999999999,420.0,,,,,,510,58m,2.8000000000000003,-1.0999999999999996,370,620.0,54m,0.9,-2.3,550.0,3,FAIL
147,147,,2025-05-29 23:27:12.311316,2025-05-29 23:27:13.401918,0 days 00:00:01.090602,,,,,,240.0,55m,1.3,-3.0,300.0,,,,,,610.0,23m,1.9000000000000001,-0.2999999999999998,210.0,510.0,24m,2.7,-1.2999999999999998,580.0,,,,,,,,,,,870.0,57m,1.5,-0.6999999999999997,950.0,480,48m,1.3,-0.7999999999999998,690,180,57m,2.9000000000000004,-1.0,660,,,,,,880.0,27m,2.1,-1.5,440.0,,,,,,510,24m,2.8000000000000003,-1.0999999999999996,370,620.0,26m,0.9,-2.3,550.0,3,FAIL
148,148,-1.7199806148002903,2025-05-29 23:27:13.415914,2025-05-29 23:27:14.515960,0 days 00:00:01.100046,,,,,,290.0,42m,1.3,-3.0,300.0,,,,,,740.0,23m,2.0,-0.09999999999999964,130.0,690.0,24m,2.7,-1.5999999999999999,590.0,,,,,,,,,,,830.0,21m,1.0,-0.5999999999999996,960.0,480,48m,1.3,-0.7999999999999998,900,170,44m,2.9000000000000004,-1.0,800,,,,,,890.0,58m,2.1,-1.5999999999999999,440.0,,,,,,510,5m,2.8000000000000003,-1.0999999999999996,380,620.0,54m,0.9,-2.5,550.0,3,COMPLETE
149,149,,2025-05-29 23:27:14.524612,2025-05-29 23:27:15.623484,0 days 00:00:01.098872,,,,,,280.0,48m,1.0,-2.3,390.0,,,,,,630.0,29m,2.3000000000000003,-0.2999999999999998,230.0,590.0,24m,2.3000000000000003,-1.7,540.0,,,,,,,,,,,170.0,57m,1.3,-0.7999999999999998,870.0,580,47m,1.4000000000000001,-0.5999999999999996,720,150,47m,3.0,-1.2999999999999998,220,,,,,,730.0,27m,1.7000000000000002,-0.8999999999999999,540.0,,,,,,570,24m,3.3000000000000003,-1.1999999999999997,350,560.0,43m,1.2000000000000002,-2.3,530.0,3,FAIL
150,150,,2025-05-29 23:27:15.625489,2025-05-29 23:27:16.619137,0 days 00:00:00.993648,,,,,,340.0,38m,1.1,-2.3,390.0,,,,,,600.0,22m,2.1,-0.2999999999999998,220.0,530.0,24m,2.4000000000000004,-1.2999999999999998,690.0,,,,,,,,,,,870.0,39m,1.3,-0.6999999999999997,920.0,430,40m,1.4000000000000001,-0.5,600,130,28m,3.0,-1.2999999999999998,650,,,,,,750.0,33m,1.7000000000000002,-1.0,350.0,,,,,,460,24m,3.3000000000000003,-1.1999999999999997,230,560.0,43m,1.2000000000000002,-2.3,520.0,3,FAIL
151,151,,2025-05-29 23:27:16.626646,2025-05-29 23:27:17.609479,0 days 00:00:00.982833,,,,,,200.0,36m,1.0,-2.3,390.0,,,,,,610.0,29m,1.9000000000000001,-0.2999999999999998,220.0,510.0,54m,2.3000000000000003,-1.4,530.0,,,,,,,,,,,870.0,39m,1.3,-0.6999999999999997,860.0,420,49m,1.4000000000000001,-0.5,700,150,49m,3.0,-1.2999999999999998,650,,,,,,840.0,15m,1.7000000000000002,-1.5,540.0,,,,,,580,56m,3.3000000000000003,-1.1999999999999997,240,560.0,57m,1.2000000000000002,-2.3,660.0,3,FAIL
152,152,,2025-05-29 23:27:17.619955,2025-05-29 23:27:18.598185,0 days 00:00:00.978230,,,,,,400.0,36m,1.0,-2.6,390.0,,,,,,640.0,29m,2.1,-0.2999999999999998,170.0,590.0,54m,2.4000000000000004,-1.2999999999999998,690.0,,,,,,,,,,,870.0,57m,1.5,-0.6999999999999997,930.0,420,32m,1.4000000000000001,-1.4,710,150,47m,3.3000000000000003,-1.2999999999999998,240,,,,,,840.0,27m,1.7000000000000002,-0.8999999999999999,330.0,,,,,,490,58m,3.3000000000000003,-0.19999999999999973,230,660.0,43m,1.2000000000000002,-2.3,650.0,3,FAIL
153,153,,2025-05-29 23:27:18.602729,2025-05-29 23:27:19.570004,0 days 00:00:00.967275,,,,,,330.0,55m,1.0,-2.3,390.0,,,,,,600.0,29m,2.1,-0.2999999999999998,220.0,520.0,54m,2.3000000000000003,-1.2999999999999998,530.0,,,,,,,,,,,800.0,55m,1.3,-0.6999999999999997,860.0,430,49m,1.4000000000000001,-0.5,600,140,20m,3.0,-1.2999999999999998,660,,,,,,840.0,15m,1.7000000000000002,-0.8999999999999999,540.0,,,,,,580,24m,3.3000000000000003,-1.1999999999999997,240,660.0,57m,1.2000000000000002,-2.3,650.0,3,FAIL
154,154,-2.9216968558808327,2025-05-29 23:27:19.580358,2025-05-29 23:27:20.546783,0 days 00:00:00.966425,,,,,,340.0,25m,1.2000000000000002,-2.2,400.0,,,,,,640.0,29m,2.3000000000000003,-0.2999999999999998,210.0,710.0,54m,2.4000000000000004,-1.2999999999999998,690.0,,,,,,,,,,,750.0,15m,1.3,-0.6999999999999997,850.0,420,32m,1.4000000000000001,-0.5,600,150,47m,3.0,-1.2999999999999998,230,,,,,,840.0,15m,1.7000000000000002,-0.8999999999999999,540.0,,,,,,580,7m,3.3000000000000003,-1.1999999999999997,350,560.0,57m,1.2000000000000002,-2.2,650.0,3,COMPLETE
155,155,-4.466251112803599,2025-05-29 23:27:20.551191,2025-05-29 23:27:21.613542,0 days 00:00:01.062351,,,,,,280.0,38m,1.1,-2.8,340.0,,,,,,590.0,8m,1.9000000000000001,-0.09999999999999964,170.0,600.0,24m,2.8000000000000003,-1.7,530.0,,,,,,,,,,,870.0,39m,1.5,-0.7999999999999998,930.0,370,40m,1.2000000000000002,-1.0,700,120,20m,3.3000000000000003,-1.7,660,,,,,,100.0,56m,2.0,-1.5,340.0,,,,,,450,57m,2.9000000000000004,-0.7999999999999998,230,660.0,43m,1.4000000000000001,-2.7,570.0,3,COMPLETE
156,156,-1.8671476702764636,2025-05-29 23:27:21.622114,2025-05-29 23:27:22.635546,0 days 00:00:01.013432,,,,,,420.0,20m,1.0,-2.4,370.0,,,,,,160.0,22m,2.1,-0.7999999999999998,100.0,530.0,7m,2.3000000000000003,-1.4,140.0,,,,,,,,,,,610.0,4m,1.6,-0.5999999999999996,880.0,560,49m,1.6,-0.5999999999999996,630,190,10m,3.4000000000000004,-1.4,970,,,,,,530.0,27m,1.9000000000000001,-1.2999999999999998,380.0,,,,,,380,56m,2.2,-1.5,320,520.0,24m,0.8,-2.3,530.0,3,COMPLETE
157,157,-1.1125146985193748,2025-05-29 23:27:22.638586,2025-05-29 23:27:23.401909,0 days 00:00:00.763323,,,,,,240.0,57m,1.4000000000000001,-2.6,470.0,,,,,,,,,,,490.0,50m,3.0,-1.0999999999999996,500.0,,,,,,,,,,,800.0,49m,3.2,-0.19999999999999973,540.0,410,36m,0.8,-1.4,580,140,28m,3.1,-1.7999999999999998,180,,,,,,,,,,,,,,,,410,28m,3.1,-0.19999999999999973,250,,,,,,2,COMPLETE
158,158,-4.510962881785523,2025-05-29 23:27:23.409453,2025-05-29 23:27:24.426078,0 days 00:00:01.016625,,,,,,480.0,36m,0.4,-2.3,440.0,,,,,,610.0,12m,2.5,-0.5,230.0,420.0,22m,2.5,-1.5999999999999999,270.0,,,,,,,,,,,120.0,19m,1.5,-1.0999999999999996,460.0,470,34m,1.1,-0.6999999999999997,50,370,1m,3.5,-1.0,780,,,,,,790.0,33m,1.8,-1.0999999999999996,310.0,,,,,,540,21m,2.4000000000000004,-1.0,190,810.0,48m,0.5,-2.0999999999999996,710.0,3,COMPLETE
159,159,-4.188657854700485,2025-05-29 23:27:24.437541,2025-05-29 23:27:25.473781,0 days 00:00:01.036240,,,,,,400.0,55m,0.8,-2.6,510.0,,,,,,690.0,30m,3.0,0.0,150.0,270.0,13m,2.0,-1.1999999999999997,470.0,,,,,,,,,,,970.0,55m,1.2000000000000002,-0.5,420.0,500,27m,1.7000000000000002,-0.7999999999999998,760,220,24m,3.2,-0.7999999999999998,830,,,,,,730.0,50m,3.4000000000000004,-1.7999999999999998,460.0,,,,,,490,24m,3.0,-1.5999999999999999,10,620.0,30m,0.4,-2.5,680.0,3,COMPLETE
160,160,-0.39775368832835556,2025-05-29 23:27:25.479705,2025-05-29 23:27:25.929716,0 days 00:00:00.450011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,350,47m,1.4000000000000001,-0.2999999999999998,480,90,13m,3.3000000000000003,-1.5,750,,,,,,,,,,,,,,,,240,32m,3.2,-1.1999999999999997,300,,,,,,1,COMPLETE
161,161,4.779131488112563,2025-05-29 23:27:25.939574,2025-05-29 23:27:26.976644,0 days 00:00:01.037070,,,,,,450.0,26m,1.1,-2.7,360.0,,,,,,520.0,48m,2.7,-0.3999999999999999,190.0,640.0,24m,2.6,-1.7,630.0,,,,,,,,,,,730.0,17m,2.0,-0.8999999999999999,480.0,680,9m,1.3,-0.6999999999999997,820,160,54m,3.2,-1.4,850,,,,,,700.0,12m,2.2,-1.4,510.0,,,,,,290,56m,3.2,-1.2999999999999998,370,770.0,6m,1.0,-1.7,590.0,3,COMPLETE
162,162,4.207560111922263,2025-05-29 23:27:26.986926,2025-05-29 23:27:28.023902,0 days 00:00:01.036976,,,,,,200.0,26m,1.2000000000000002,-3.0,390.0,,,,,,530.0,2m,2.7,-0.19999999999999973,250.0,620.0,24m,2.6,-1.7999999999999998,560.0,,,,,,,,,,,660.0,17m,2.0,-1.0,560.0,750,9m,1.3,-0.8999999999999999,100,190,54m,3.1,-1.1999999999999997,850,,,,,,650.0,12m,2.1,-1.4,430.0,,,,,,350,56m,3.3000000000000003,-1.2999999999999998,370,770.0,6m,0.9,-1.5999999999999999,600.0,3,COMPLETE
